"ID";"Sex";"EmploymentType";"SectorBranchesSIC2008";"Periods";"EmployedPersons_1";"Jobs_2";"FullTimeEquivalentFte_3";"HoursWorked_4"
"14018";"3000   ";"A045286";"395005 ";"2013JJ00";"23";"36";"25";"53"
"14019";"3000   ";"A045286";"395005 ";"2014JJ00";"24";"37";"26";"56"
"14020";"3000   ";"A045286";"395005 ";"2015JJ00";"24";"39";"27";"57"
"14021";"3000   ";"A045286";"395005 ";"2016JJ00";"25";"40";"28";"59"
"14022";"3000   ";"A045286";"395005 ";"2017JJ00";"26";"41";"28";"59"
"14023";"3000   ";"A045286";"395005 ";"2018JJ00";"26";"42";"29";"60"
"14024";"3000   ";"A045286";"395005 ";"2019JJ00";"27";"43";"30";"60"
"14175";"3000   ";"A045286";"300010 ";"1995JJ00";"120";"150";"75";"184"
"14176";"3000   ";"A045286";"300010 ";"1996JJ00";"118";"151";"78";"196"
"14177";"3000   ";"A045286";"300010 ";"1997JJ00";"123";"150";"80";"194"
"14178";"3000   ";"A045286";"300010 ";"1998JJ00";"119";"148";"80";"194"
"14179";"3000   ";"A045286";"300010 ";"1999JJ00";"117";"151";"82";"197"
"14180";"3000   ";"A045286";"300010 ";"2000JJ00";"113";"148";"78";"192"
"14181";"3000   ";"A045286";"300010 ";"2001JJ00";"113";"145";"75";"181"
"14182";"3000   ";"A045286";"300010 ";"2002JJ00";"113";"145";"74";"177"
"14183";"3000   ";"A045286";"300010 ";"2003JJ00";"116";"148";"76";"184"
"14184";"3000   ";"A045286";"300010 ";"2004JJ00";"121";"156";"83";"198"
"14185";"3000   ";"A045286";"300010 ";"2005JJ00";"115";"150";"79";"189"
"14186";"3000   ";"A045286";"300010 ";"2006JJ00";"118";"156";"84";"197"
"14187";"3000   ";"A045286";"300010 ";"2007JJ00";"128";"171";"94";"220"
"14188";"3000   ";"A045286";"300010 ";"2008JJ00";"129";"174";"98";"228"
"14189";"3000   ";"A045286";"300010 ";"2009JJ00";"125";"171";"97";"223"
"14190";"3000   ";"A045286";"300010 ";"2010JJ00";"137";"189";"110";"251"
"14191";"3000   ";"A045286";"300010 ";"2011JJ00";"145";"203";"118";"264"
"14192";"3000   ";"A045286";"300010 ";"2012JJ00";"150";"206";"122";"267"
"14193";"3000   ";"A045286";"300010 ";"2013JJ00";"152";"208";"123";"268"
"14194";"3000   ";"A045286";"300010 ";"2014JJ00";"158";"214";"127";"280"
"14195";"3000   ";"A045286";"300010 ";"2015JJ00";"159";"222";"134";"296"
"14196";"3000   ";"A045286";"300010 ";"2016JJ00";"161";"226";"138";"302"
"14197";"3000   ";"A045286";"300010 ";"2017JJ00";"163";"230";"143";"309"
"14198";"3000   ";"A045286";"300010 ";"2018JJ00";"166";"237";"147";"314"
"14199";"3000   ";"A045286";"300010 ";"2019JJ00";"169";"242";"150";"317"
"14250";"3000   ";"A045286";"403405 ";"1995JJ00";"35";"43";"29";"73"
"14251";"3000   ";"A045286";"403405 ";"1996JJ00";"39";"49";"32";"83"
"14252";"3000   ";"A045286";"403405 ";"1997JJ00";"36";"43";"31";"76"
"14253";"3000   ";"A045286";"403405 ";"1998JJ00";"35";"43";"31";"77"
"14254";"3000   ";"A045286";"403405 ";"1999JJ00";"36";"46";"32";"76"
"14255";"3000   ";"A045286";"403405 ";"2000JJ00";"36";"46";"31";"76"
"14256";"3000   ";"A045286";"403405 ";"2001JJ00";"38";"49";"31";"76"
"14257";"3000   ";"A045286";"403405 ";"2002JJ00";"39";"50";"31";"74"
"14258";"3000   ";"A045286";"403405 ";"2003JJ00";"41";"52";"33";"79"
"14259";"3000   ";"A045286";"403405 ";"2004JJ00";"45";"58";"36";"87"
"14260";"3000   ";"A045286";"403405 ";"2005JJ00";"42";"55";"35";"83"
"14261";"3000   ";"A045286";"403405 ";"2006JJ00";"45";"59";"38";"89"
"14262";"3000   ";"A045286";"403405 ";"2007JJ00";"51";"68";"44";"101"
"14263";"3000   ";"A045286";"403405 ";"2008JJ00";"52";"70";"46";"107"
"14264";"3000   ";"A045286";"403405 ";"2009JJ00";"51";"70";"46";"106"
"14265";"3000   ";"A045286";"403405 ";"2010JJ00";"58";"80";"54";"122"
"14266";"3000   ";"A045286";"403405 ";"2011JJ00";"62";"86";"57";"128"
"14267";"3000   ";"A045286";"403405 ";"2012JJ00";"65";"89";"60";"130"
"14268";"3000   ";"A045286";"403405 ";"2013JJ00";"68";"91";"61";"132"
"14269";"3000   ";"A045286";"403405 ";"2014JJ00";"72";"95";"63";"138"
"14270";"3000   ";"A045286";"403405 ";"2015JJ00";"73";"99";"67";"147"
"14271";"3000   ";"A045286";"403405 ";"2016JJ00";"75";"102";"68";"152"
"14272";"3000   ";"A045286";"403405 ";"2017JJ00";"76";"104";"71";"155"
"14273";"3000   ";"A045286";"403405 ";"2018JJ00";"77";"107";"73";"158"
"14274";"3000   ";"A045286";"403405 ";"2019JJ00";"78";"109";"75";"159"
"16475";"4000   ";"T001413";"394100 ";"1995JJ00";"9";"9";"6";"13"
"16476";"4000   ";"T001413";"394100 ";"1996JJ00";"9";"10";"6";"15"
"16477";"4000   ";"T001413";"394100 ";"1997JJ00";"10";"10";"7";"16"
"16478";"4000   ";"T001413";"394100 ";"1998JJ00";"12";"13";"8";"19"
"16479";"4000   ";"T001413";"394100 ";"1999JJ00";"14";"15";"10";"22"
"16480";"4000   ";"T001413";"394100 ";"2000JJ00";"18";"19";"12";"28"
"16481";"4000   ";"T001413";"394100 ";"2001JJ00";"21";"21";"18";"31"
"16482";"4000   ";"T001413";"394100 ";"2002JJ00";"18";"18";"15";"26"
"16483";"4000   ";"T001413";"394100 ";"2003JJ00";"15";"15";"12";"21"
"16484";"4000   ";"T001413";"394100 ";"2004JJ00";"15";"15";"12";"22"
"16485";"4000   ";"T001413";"394100 ";"2005JJ00";"13";"14";"11";"19"
"16486";"4000   ";"T001413";"394100 ";"2006JJ00";"13";"14";"11";"19"
"16487";"4000   ";"T001413";"394100 ";"2007JJ00";"13";"13";"10";"19"
"16488";"4000   ";"T001413";"394100 ";"2008JJ00";"12";"13";"10";"17"
"16489";"4000   ";"T001413";"394100 ";"2009JJ00";"12";"12";"9";"17"
"16490";"4000   ";"T001413";"394100 ";"2010JJ00";"10";"10";"8";"14"
"16491";"4000   ";"T001413";"394100 ";"2011JJ00";"10";"10";"8";"14"
"16492";"4000   ";"T001413";"394100 ";"2012JJ00";"10";"10";"8";"14"
"16493";"4000   ";"T001413";"394100 ";"2013JJ00";"9";"9";"7";"13"
"16494";"4000   ";"T001413";"394100 ";"2014JJ00";"9";"9";"7";"13"
"16495";"4000   ";"T001413";"394100 ";"2015JJ00";"8";"8";"7";"12"
"16496";"4000   ";"T001413";"394100 ";"2016JJ00";"8";"8";"7";"12"
"16497";"4000   ";"T001413";"394100 ";"2017JJ00";"8";"8";"7";"12"
"16498";"4000   ";"T001413";"394100 ";"2018JJ00";"7";"8";"6";"11"
"16499";"4000   ";"T001413";"394100 ";"2019JJ00";"7";"7";"6";"10"
"16500";"4000   ";"T001413";"395005 ";"1995JJ00";"10";"10";"9";"16"
"16501";"4000   ";"T001413";"395005 ";"1996JJ00";"13";"14";"11";"20"
"16502";"4000   ";"T001413";"395005 ";"1997JJ00";"17";"18";"16";"29"
"16503";"4000   ";"T001413";"395005 ";"1998JJ00";"20";"21";"17";"32"
"16504";"4000   ";"T001413";"395005 ";"1999JJ00";"24";"25";"21";"39"
"16505";"4000   ";"T001413";"395005 ";"2000JJ00";"26";"27";"23";"42"
"16506";"4000   ";"T001413";"395005 ";"2001JJ00";"29";"31";"25";"45"
"16507";"4000   ";"T001413";"395005 ";"2002JJ00";"28";"29";"23";"41"
"16508";"4000   ";"T001413";"395005 ";"2003JJ00";"26";"27";"21";"38"
"16509";"4000   ";"T001413";"395005 ";"2004JJ00";"24";"26";"20";"37"
"16510";"4000   ";"T001413";"395005 ";"2005JJ00";"25";"27";"21";"38"
"16511";"4000   ";"T001413";"395005 ";"2006JJ00";"28";"30";"23";"42"
"16512";"4000   ";"T001413";"395005 ";"2007JJ00";"30";"33";"25";"46"
"16513";"4000   ";"T001413";"395005 ";"2008JJ00";"33";"35";"27";"49"
"16514";"4000   ";"T001413";"395005 ";"2009JJ00";"33";"35";"27";"49"
"16515";"4000   ";"T001413";"395005 ";"2010JJ00";"31";"34";"26";"45"
"16516";"4000   ";"T001413";"395005 ";"2011JJ00";"32";"35";"26";"46"
"16517";"4000   ";"T001413";"395005 ";"2012JJ00";"33";"35";"27";"48"
"16518";"4000   ";"T001413";"395005 ";"2013JJ00";"33";"36";"27";"48"
"16519";"4000   ";"T001413";"395005 ";"2014JJ00";"34";"37";"28";"50"
"16520";"4000   ";"T001413";"395005 ";"2015JJ00";"37";"41";"31";"55"
"16521";"4000   ";"T001413";"395005 ";"2016JJ00";"40";"44";"34";"59"
"16522";"4000   ";"T001413";"395005 ";"2017JJ00";"44";"48";"37";"65"
"16523";"4000   ";"T001413";"395005 ";"2018JJ00";"48";"52";"40";"71"
"16524";"4000   ";"T001413";"395005 ";"2019JJ00";"51";"56";"44";"77"
"16675";"4000   ";"T001413";"300010 ";"1995JJ00";"687";"827";"357";"632"
"16676";"4000   ";"T001413";"300010 ";"1996JJ00";"718";"863";"381";"679"
"16677";"4000   ";"T001413";"300010 ";"1997JJ00";"744";"888";"398";"704"
"16678";"4000   ";"T001413";"300010 ";"1998JJ00";"777";"927";"423";"748"
"16679";"4000   ";"T001413";"300010 ";"1999JJ00";"807";"960";"443";"783"
"16680";"4000   ";"T001413";"300010 ";"2000JJ00";"801";"945";"450";"794"
"16681";"4000   ";"T001413";"300010 ";"2001JJ00";"799";"933";"455";"801"
"16682";"4000   ";"T001413";"300010 ";"2002JJ00";"801";"931";"450";"791"
"16683";"4000   ";"T001413";"300010 ";"2003JJ00";"782";"909";"431";"771"
"16684";"4000   ";"T001413";"300010 ";"2004JJ00";"768";"911";"433";"781"
"16685";"4000   ";"T001413";"300010 ";"2005JJ00";"787";"935";"447";"796"
"16686";"4000   ";"T001413";"300010 ";"2006JJ00";"822";"976";"474";"845"
"16687";"4000   ";"T001413";"300010 ";"2007JJ00";"858";"1020";"504";"896"
"16688";"4000   ";"T001413";"300010 ";"2008JJ00";"870";"1039";"521";"928"
"16689";"4000   ";"T001413";"300010 ";"2009JJ00";"857";"1027";"509";"905"
"16690";"4000   ";"T001413";"300010 ";"2010JJ00";"823";"984";"478";"843"
"16691";"4000   ";"T001413";"300010 ";"2011JJ00";"829";"995";"486";"855"
"16692";"4000   ";"T001413";"300010 ";"2012JJ00";"832";"997";"487";"857"
"16693";"4000   ";"T001413";"300010 ";"2013JJ00";"830";"996";"485";"862"
"16694";"4000   ";"T001413";"300010 ";"2014JJ00";"845";"1012";"498";"888"
"16695";"4000   ";"T001413";"300010 ";"2015JJ00";"871";"1053";"527";"938"
"16696";"4000   ";"T001413";"300010 ";"2016JJ00";"904";"1089";"553";"984"
"16697";"4000   ";"T001413";"300010 ";"2017JJ00";"939";"1132";"579";"1034"
"16698";"4000   ";"T001413";"300010 ";"2018JJ00";"969";"1170";"609";"1078"
"16699";"4000   ";"T001413";"300010 ";"2019JJ00";"982";"1186";"624";"1102"
"16750";"4000   ";"T001413";"403405 ";"1995JJ00";"119";"131";"93";"161"
"16751";"4000   ";"T001413";"403405 ";"1996JJ00";"130";"146";"103";"182"
"16752";"4000   ";"T001413";"403405 ";"1997JJ00";"128";"141";"105";"184"
"16753";"4000   ";"T001413";"403405 ";"1998JJ00";"138";"152";"112";"197"
"16754";"4000   ";"T001413";"403405 ";"1999JJ00";"144";"159";"119";"210"
"16755";"4000   ";"T001413";"403405 ";"2000JJ00";"155";"172";"129";"226"
"16756";"4000   ";"T001413";"403405 ";"2001JJ00";"169";"179";"136";"242"
"16757";"4000   ";"T001413";"403405 ";"2002JJ00";"178";"188";"141";"245"
"16758";"4000   ";"T001413";"403405 ";"2003JJ00";"177";"188";"136";"242"
"16759";"4000   ";"T001413";"403405 ";"2004JJ00";"175";"185";"131";"237"
"16760";"4000   ";"T001413";"403405 ";"2005JJ00";"173";"184";"130";"232"
"16761";"4000   ";"T001413";"403405 ";"2006JJ00";"181";"193";"136";"243"
"16762";"4000   ";"T001413";"403405 ";"2007JJ00";"190";"205";"144";"258"
"16763";"4000   ";"T001413";"403405 ";"2008JJ00";"196";"214";"151";"270"
"16764";"4000   ";"T001413";"403405 ";"2009JJ00";"200";"220";"155";"276"
"16765";"4000   ";"T001413";"403405 ";"2010JJ00";"186";"198";"139";"244"
"16766";"4000   ";"T001413";"403405 ";"2011JJ00";"186";"199";"140";"245"
"16767";"4000   ";"T001413";"403405 ";"2012JJ00";"187";"201";"140";"246"
"16768";"4000   ";"T001413";"403405 ";"2013JJ00";"185";"200";"138";"245"
"16769";"4000   ";"T001413";"403405 ";"2014JJ00";"187";"202";"140";"251"
"16770";"4000   ";"T001413";"403405 ";"2015JJ00";"183";"207";"146";"263"
"16771";"4000   ";"T001413";"403405 ";"2016JJ00";"189";"214";"150";"271"
"16772";"4000   ";"T001413";"403405 ";"2017JJ00";"193";"219";"154";"277"
"16773";"4000   ";"T001413";"403405 ";"2018JJ00";"200";"228";"160";"286"
"16774";"4000   ";"T001413";"403405 ";"2019JJ00";"207";"236";"167";"297"
"18975";"4000   ";"A045285";"394100 ";"1995JJ00";"8";"9";"5";"13"
"18976";"4000   ";"A045285";"394100 ";"1996JJ00";"8";"9";"6";"14"
"18977";"4000   ";"A045285";"394100 ";"1997JJ00";"9";"10";"6";"16"
"18978";"4000   ";"A045285";"394100 ";"1998JJ00";"11";"12";"8";"18"
"18979";"4000   ";"A045285";"394100 ";"1999JJ00";"13";"14";"9";"21"
"18980";"4000   ";"A045285";"394100 ";"2000JJ00";"18";"19";"12";"27"
"18981";"4000   ";"A045285";"394100 ";"2001JJ00";"21";"21";"18";"30"
"18982";"4000   ";"A045285";"394100 ";"2002JJ00";"17";"18";"15";"25"
"18983";"4000   ";"A045285";"394100 ";"2003JJ00";"14";"14";"12";"21"
"18984";"4000   ";"A045285";"394100 ";"2004JJ00";"14";"14";"12";"21"
"18985";"4000   ";"A045285";"394100 ";"2005JJ00";"13";"13";"10";"18"
"18986";"4000   ";"A045285";"394100 ";"2006JJ00";"13";"13";"11";"19"
"18987";"4000   ";"A045285";"394100 ";"2007JJ00";"13";"13";"10";"18"
"18988";"4000   ";"A045285";"394100 ";"2008JJ00";"12";"12";"10";"17"
"18989";"4000   ";"A045285";"394100 ";"2009JJ00";"12";"12";"9";"17"
"18990";"4000   ";"A045285";"394100 ";"2010JJ00";"10";"10";"8";"14"
"18991";"4000   ";"A045285";"394100 ";"2011JJ00";"10";"10";"8";"14"
"18992";"4000   ";"A045285";"394100 ";"2012JJ00";"10";"10";"8";"14"
"18993";"4000   ";"A045285";"394100 ";"2013JJ00";"9";"9";"7";"13"
"18994";"4000   ";"A045285";"394100 ";"2014JJ00";"9";"9";"7";"13"
"18995";"4000   ";"A045285";"394100 ";"2015JJ00";"8";"8";"7";"12"
"18996";"4000   ";"A045285";"394100 ";"2016JJ00";"8";"8";"7";"12"
"18997";"4000   ";"A045285";"394100 ";"2017JJ00";"8";"8";"7";"12"
"18998";"4000   ";"A045285";"394100 ";"2018JJ00";"7";"7";"6";"11"
"18999";"4000   ";"A045285";"394100 ";"2019JJ00";"7";"7";"6";"10"
"19000";"4000   ";"A045285";"395005 ";"1995JJ00";"9";"9";"8";"14"
"19001";"4000   ";"A045285";"395005 ";"1996JJ00";"11";"12";"10";"18"
"19002";"4000   ";"A045285";"395005 ";"1997JJ00";"14";"14";"13";"23"
"19003";"4000   ";"A045285";"395005 ";"1998JJ00";"18";"18";"16";"29"
"19004";"4000   ";"A045285";"395005 ";"1999JJ00";"21";"21";"19";"34"
"19005";"4000   ";"A045285";"395005 ";"2000JJ00";"24";"24";"21";"38"
"19006";"4000   ";"A045285";"395005 ";"2001JJ00";"27";"28";"23";"42"
"19007";"4000   ";"A045285";"395005 ";"2002JJ00";"25";"26";"21";"36"
"19008";"4000   ";"A045285";"395005 ";"2003JJ00";"23";"24";"19";"33"
"19009";"4000   ";"A045285";"395005 ";"2004JJ00";"21";"22";"18";"32"
"19010";"4000   ";"A045285";"395005 ";"2005JJ00";"22";"23";"19";"33"
"19011";"4000   ";"A045285";"395005 ";"2006JJ00";"25";"26";"21";"37"
"19012";"4000   ";"A045285";"395005 ";"2007JJ00";"27";"28";"23";"40"
"19013";"4000   ";"A045285";"395005 ";"2008JJ00";"29";"31";"25";"43"
"19014";"4000   ";"A045285";"395005 ";"2009JJ00";"29";"31";"24";"43"
"19015";"4000   ";"A045285";"395005 ";"2010JJ00";"27";"29";"22";"38"
"19016";"4000   ";"A045285";"395005 ";"2011JJ00";"28";"29";"23";"39"
"19017";"4000   ";"A045285";"395005 ";"2012JJ00";"29";"30";"23";"40"
"19018";"4000   ";"A045285";"395005 ";"2013JJ00";"29";"30";"23";"41"
"19019";"4000   ";"A045285";"395005 ";"2014JJ00";"30";"31";"25";"43"
"19020";"4000   ";"A045285";"395005 ";"2015JJ00";"33";"34";"27";"48"
"19021";"4000   ";"A045285";"395005 ";"2016JJ00";"36";"37";"30";"52"
"19022";"4000   ";"A045285";"395005 ";"2017JJ00";"39";"41";"33";"57"
"19023";"4000   ";"A045285";"395005 ";"2018JJ00";"43";"45";"36";"63"
"19024";"4000   ";"A045285";"395005 ";"2019JJ00";"47";"49";"40";"69"
"19175";"4000   ";"A045285";"300010 ";"1995JJ00";"391";"434";"261";"441"
"19176";"4000   ";"A045285";"300010 ";"1996JJ00";"420";"465";"283";"482"
"19177";"4000   ";"A045285";"300010 ";"1997JJ00";"449";"495";"300";"508"
"19178";"4000   ";"A045285";"300010 ";"1998JJ00";"483";"538";"325";"551"
"19179";"4000   ";"A045285";"300010 ";"1999JJ00";"504";"554";"340";"578"
"19180";"4000   ";"A045285";"300010 ";"2000JJ00";"517";"567";"352";"594"
"19181";"4000   ";"A045285";"300010 ";"2001JJ00";"523";"571";"358";"606"
"19182";"4000   ";"A045285";"300010 ";"2002JJ00";"517";"560";"349";"593"
"19183";"4000   ";"A045285";"300010 ";"2003JJ00";"496";"535";"331";"573"
"19184";"4000   ";"A045285";"300010 ";"2004JJ00";"473";"525";"326";"569"
"19185";"4000   ";"A045285";"300010 ";"2005JJ00";"495";"552";"341";"587"
"19186";"4000   ";"A045285";"300010 ";"2006JJ00";"528";"588";"364";"627"
"19187";"4000   ";"A045285";"300010 ";"2007JJ00";"563";"628";"389";"667"
"19188";"4000   ";"A045285";"300010 ";"2008JJ00";"575";"644";"405";"698"
"19189";"4000   ";"A045285";"300010 ";"2009JJ00";"555";"621";"388";"665"
"19190";"4000   ";"A045285";"300010 ";"2010JJ00";"515";"568";"352";"591"
"19191";"4000   ";"A045285";"300010 ";"2011JJ00";"514";"568";"352";"596"
"19192";"4000   ";"A045285";"300010 ";"2012JJ00";"514";"567";"352";"596"
"19193";"4000   ";"A045285";"300010 ";"2013JJ00";"507";"560";"348";"593"
"19194";"4000   ";"A045285";"300010 ";"2014JJ00";"518";"570";"357";"610"
"19195";"4000   ";"A045285";"300010 ";"2015JJ00";"542";"605";"380";"649"
"19196";"4000   ";"A045285";"300010 ";"2016JJ00";"572";"637";"404";"692"
"19197";"4000   ";"A045285";"300010 ";"2017JJ00";"602";"672";"427";"736"
"19198";"4000   ";"A045285";"300010 ";"2018JJ00";"629";"702";"454";"776"
"19199";"4000   ";"A045285";"300010 ";"2019JJ00";"638";"712";"466";"799"
"19250";"4000   ";"A045285";"403405 ";"1995JJ00";"105";"114";"86";"146"
"19251";"4000   ";"A045285";"403405 ";"1996JJ00";"114";"124";"96";"163"
"19252";"4000   ";"A045285";"403405 ";"1997JJ00";"112";"121";"96";"164"
"19253";"4000   ";"A045285";"403405 ";"1998JJ00";"121";"131";"104";"178"
"19254";"4000   ";"A045285";"403405 ";"1999JJ00";"126";"137";"109";"188"
"19255";"4000   ";"A045285";"403405 ";"2000JJ00";"137";"149";"118";"201"
"19256";"4000   ";"A045285";"403405 ";"2001JJ00";"150";"157";"124";"215"
"19257";"4000   ";"A045285";"403405 ";"2002JJ00";"157";"165";"128";"217"
"19258";"4000   ";"A045285";"403405 ";"2003JJ00";"155";"164";"123";"214"
"19259";"4000   ";"A045285";"403405 ";"2004JJ00";"150";"157";"115";"204"
"19260";"4000   ";"A045285";"403405 ";"2005JJ00";"150";"157";"115";"200"
"19261";"4000   ";"A045285";"403405 ";"2006JJ00";"156";"163";"119";"207"
"19262";"4000   ";"A045285";"403405 ";"2007JJ00";"163";"171";"124";"217"
"19263";"4000   ";"A045285";"403405 ";"2008JJ00";"169";"180";"131";"229"
"19264";"4000   ";"A045285";"403405 ";"2009JJ00";"172";"184";"133";"231"
"19265";"4000   ";"A045285";"403405 ";"2010JJ00";"157";"159";"116";"195"
"19266";"4000   ";"A045285";"403405 ";"2011JJ00";"155";"157";"115";"194"
"19267";"4000   ";"A045285";"403405 ";"2012JJ00";"154";"157";"115";"193"
"19268";"4000   ";"A045285";"403405 ";"2013JJ00";"150";"153";"111";"189"
"19269";"4000   ";"A045285";"403405 ";"2014JJ00";"151";"153";"112";"191"
"19270";"4000   ";"A045285";"403405 ";"2015JJ00";"146";"156";"115";"197"
"19271";"4000   ";"A045285";"403405 ";"2016JJ00";"150";"160";"118";"205"
"19272";"4000   ";"A045285";"403405 ";"2017JJ00";"153";"164";"121";"209"
"19273";"4000   ";"A045285";"403405 ";"2018JJ00";"159";"170";"126";"217"
"19274";"4000   ";"A045285";"403405 ";"2019JJ00";"166";"177";"132";"228"
"21475";"4000   ";"A045286";"394100 ";"1995JJ00";"0";"0";"0";"0"
"21476";"4000   ";"A045286";"394100 ";"1996JJ00";"0";"1";"0";"0"
"21477";"4000   ";"A045286";"394100 ";"1997JJ00";"0";"0";"0";"0"
"21478";"4000   ";"A045286";"394100 ";"1998JJ00";"0";"1";"0";"1"
"21479";"4000   ";"A045286";"394100 ";"1999JJ00";"1";"1";"1";"1"
"21480";"4000   ";"A045286";"394100 ";"2000JJ00";"0";"1";"0";"1"
"21481";"4000   ";"A045286";"394100 ";"2001JJ00";"0";"1";"0";"1"
"21482";"4000   ";"A045286";"394100 ";"2002JJ00";"0";"1";"0";"1"
"21483";"4000   ";"A045286";"394100 ";"2003JJ00";"0";"1";"0";"1"
"21484";"4000   ";"A045286";"394100 ";"2004JJ00";"1";"1";"0";"1"
"21485";"4000   ";"A045286";"394100 ";"2005JJ00";"0";"1";"0";"0"
"21486";"4000   ";"A045286";"394100 ";"2006JJ00";"0";"1";"0";"0"
"21487";"4000   ";"A045286";"394100 ";"2007JJ00";"0";"0";"0";"0"
"21488";"4000   ";"A045286";"394100 ";"2008JJ00";"0";"0";"0";"0"
"21489";"4000   ";"A045286";"394100 ";"2009JJ00";"0";"0";"0";"0"
"21490";"4000   ";"A045286";"394100 ";"2010JJ00";"0";"0";"0";"0"
"21491";"4000   ";"A045286";"394100 ";"2011JJ00";"0";"0";"0";"0"
"21492";"4000   ";"A045286";"394100 ";"2012JJ00";"0";"0";"0";"0"
"21493";"4000   ";"A045286";"394100 ";"2013JJ00";"0";"0";"0";"0"
"21494";"4000   ";"A045286";"394100 ";"2014JJ00";"0";"0";"0";"0"
"21495";"4000   ";"A045286";"394100 ";"2015JJ00";"0";"0";"0";"0"
"21496";"4000   ";"A045286";"394100 ";"2016JJ00";"0";"0";"0";"0"
"21497";"4000   ";"A045286";"394100 ";"2017JJ00";"0";"0";"0";"0"
"21498";"4000   ";"A045286";"394100 ";"2018JJ00";"0";"0";"0";"0"
"21499";"4000   ";"A045286";"394100 ";"2019JJ00";"0";"0";"0";"0"
"21500";"4000   ";"A045286";"395005 ";"1995JJ00";"1";"1";"1";"2"
"21501";"4000   ";"A045286";"395005 ";"1996JJ00";"1";"2";"1";"2"
"21502";"4000   ";"A045286";"395005 ";"1997JJ00";"3";"3";"3";"6"
"21503";"4000   ";"A045286";"395005 ";"1998JJ00";"2";"3";"2";"3"
"21504";"4000   ";"A045286";"395005 ";"1999JJ00";"3";"4";"2";"5"
"21505";"4000   ";"A045286";"395005 ";"2000JJ00";"3";"3";"2";"4"
"21506";"4000   ";"A045286";"395005 ";"2001JJ00";"3";"3";"2";"3"
"21507";"4000   ";"A045286";"395005 ";"2002JJ00";"3";"3";"2";"5"
"21508";"4000   ";"A045286";"395005 ";"2003JJ00";"3";"3";"2";"5"
"21509";"4000   ";"A045286";"395005 ";"2004JJ00";"3";"4";"2";"5"
"21510";"4000   ";"A045286";"395005 ";"2005JJ00";"3";"4";"2";"5"
"21511";"4000   ";"A045286";"395005 ";"2006JJ00";"3";"4";"3";"5"
"21512";"4000   ";"A045286";"395005 ";"2007JJ00";"3";"4";"3";"6"
"21513";"4000   ";"A045286";"395005 ";"2008JJ00";"3";"5";"3";"6"
"21514";"4000   ";"A045286";"395005 ";"2009JJ00";"4";"5";"3";"6"
"21515";"4000   ";"A045286";"395005 ";"2010JJ00";"4";"5";"3";"7"
"21516";"4000   ";"A045286";"395005 ";"2011JJ00";"4";"5";"4";"7"
"21517";"4000   ";"A045286";"395005 ";"2012JJ00";"4";"6";"3";"8"
"21518";"4000   ";"A045286";"395005 ";"2013JJ00";"4";"6";"3";"7"
"21519";"4000   ";"A045286";"395005 ";"2014JJ00";"4";"6";"3";"7"
"21520";"4000   ";"A045286";"395005 ";"2015JJ00";"4";"6";"4";"8"
"21521";"4000   ";"A045286";"395005 ";"2016JJ00";"4";"6";"4";"7"
"21522";"4000   ";"A045286";"395005 ";"2017JJ00";"5";"7";"4";"8"
"21523";"4000   ";"A045286";"395005 ";"2018JJ00";"5";"7";"4";"8"
"21524";"4000   ";"A045286";"395005 ";"2019JJ00";"5";"7";"4";"8"
"21675";"4000   ";"A045286";"300010 ";"1995JJ00";"296";"393";"95";"191"
"21676";"4000   ";"A045286";"300010 ";"1996JJ00";"298";"398";"98";"197"
"21677";"4000   ";"A045286";"300010 ";"1997JJ00";"295";"393";"98";"196"
"21678";"4000   ";"A045286";"300010 ";"1998JJ00";"294";"389";"99";"198"
"21679";"4000   ";"A045286";"300010 ";"1999JJ00";"303";"406";"103";"204"
"21680";"4000   ";"A045286";"300010 ";"2000JJ00";"284";"378";"99";"200"
"21681";"4000   ";"A045286";"300010 ";"2001JJ00";"276";"362";"97";"195"
"21682";"4000   ";"A045286";"300010 ";"2002JJ00";"284";"371";"101";"198"
"21683";"4000   ";"A045286";"300010 ";"2003JJ00";"286";"375";"101";"198"
"21684";"4000   ";"A045286";"300010 ";"2004JJ00";"295";"386";"107";"212"
"21685";"4000   ";"A045286";"300010 ";"2005JJ00";"291";"383";"106";"209"
"21686";"4000   ";"A045286";"300010 ";"2006JJ00";"293";"388";"110";"218"
"21687";"4000   ";"A045286";"300010 ";"2007JJ00";"296";"392";"115";"228"
"21688";"4000   ";"A045286";"300010 ";"2008JJ00";"295";"394";"116";"231"
"21689";"4000   ";"A045286";"300010 ";"2009JJ00";"302";"405";"121";"241"
"21690";"4000   ";"A045286";"300010 ";"2010JJ00";"308";"416";"126";"252"
"21691";"4000   ";"A045286";"300010 ";"2011JJ00";"315";"427";"134";"259"
"21692";"4000   ";"A045286";"300010 ";"2012JJ00";"318";"430";"135";"261"
"21693";"4000   ";"A045286";"300010 ";"2013JJ00";"323";"436";"137";"269"
"21694";"4000   ";"A045286";"300010 ";"2014JJ00";"327";"442";"141";"278"
"21695";"4000   ";"A045286";"300010 ";"2015JJ00";"330";"448";"147";"289"
"21696";"4000   ";"A045286";"300010 ";"2016JJ00";"332";"452";"149";"291"
"21697";"4000   ";"A045286";"300010 ";"2017JJ00";"337";"460";"153";"298"
"21698";"4000   ";"A045286";"300010 ";"2018JJ00";"340";"468";"156";"301"
