"ID";"Sex";"EmploymentType";"SectorBranchesSIC2008";"Periods";"EmployedPersons_1";"Jobs_2";"FullTimeEquivalentFte_3";"HoursWorked_4"
"21699";"4000   ";"A045286";"300010 ";"2019JJ00";"343";"474";"158";"303"
"21750";"4000   ";"A045286";"403405 ";"1995JJ00";"13";"18";"7";"16"
"21751";"4000   ";"A045286";"403405 ";"1996JJ00";"16";"22";"8";"19"
"21752";"4000   ";"A045286";"403405 ";"1997JJ00";"16";"20";"9";"20"
"21753";"4000   ";"A045286";"403405 ";"1998JJ00";"17";"21";"8";"19"
"21754";"4000   ";"A045286";"403405 ";"1999JJ00";"17";"22";"10";"22"
"21755";"4000   ";"A045286";"403405 ";"2000JJ00";"18";"23";"11";"25"
"21756";"4000   ";"A045286";"403405 ";"2001JJ00";"19";"22";"12";"27"
"21757";"4000   ";"A045286";"403405 ";"2002JJ00";"20";"23";"13";"28"
"21758";"4000   ";"A045286";"403405 ";"2003JJ00";"21";"24";"13";"28"
"21759";"4000   ";"A045286";"403405 ";"2004JJ00";"25";"29";"16";"34"
"21760";"4000   ";"A045286";"403405 ";"2005JJ00";"23";"27";"15";"32"
"21761";"4000   ";"A045286";"403405 ";"2006JJ00";"25";"30";"17";"36"
"21762";"4000   ";"A045286";"403405 ";"2007JJ00";"27";"34";"19";"41"
"21763";"4000   ";"A045286";"403405 ";"2008JJ00";"27";"34";"20";"42"
"21764";"4000   ";"A045286";"403405 ";"2009JJ00";"28";"36";"21";"45"
"21765";"4000   ";"A045286";"403405 ";"2010JJ00";"29";"39";"23";"49"
"21766";"4000   ";"A045286";"403405 ";"2011JJ00";"31";"42";"25";"51"
"21767";"4000   ";"A045286";"403405 ";"2012JJ00";"33";"44";"26";"53"
"21768";"4000   ";"A045286";"403405 ";"2013JJ00";"35";"47";"27";"56"
"21769";"4000   ";"A045286";"403405 ";"2014JJ00";"37";"49";"29";"60"
"21770";"4000   ";"A045286";"403405 ";"2015JJ00";"37";"52";"31";"65"
"21771";"4000   ";"A045286";"403405 ";"2016JJ00";"39";"54";"32";"66"
"21772";"4000   ";"A045286";"403405 ";"2017JJ00";"40";"56";"33";"68"
"21773";"4000   ";"A045286";"403405 ";"2018JJ00";"41";"57";"34";"69"
"21774";"4000   ";"A045286";"403405 ";"2019JJ00";"41";"59";"35";"70"
