"ID";"Leeftijd";"Geboorteland";"RegioS";"Perioden";"MannenEnVrouwen_1"
"3564020";"53630";"G007069";"GM0363";"2016JJ00";"    1422"
"3564021";"53630";"G007069";"GM0363";"2017JJ00";"    1497"
"3564022";"53630";"G007069";"GM0363";"2018JJ00";"    1518"
"3564023";"53630";"G007069";"GM0363";"2019JJ00";"    1576"
"3582456";"53630";"G008644";"GM0363";"1996JJ00";"     168"
"3582457";"53630";"G008644";"GM0363";"1997JJ00";"     158"
"3582458";"53630";"G008644";"GM0363";"1998JJ00";"     155"
"3582459";"53630";"G008644";"GM0363";"1999JJ00";"     160"
"3582460";"53630";"G008644";"GM0363";"2000JJ00";"     152"
"3582461";"53630";"G008644";"GM0363";"2001JJ00";"     151"
"3582462";"53630";"G008644";"GM0363";"2002JJ00";"     147"
"3582463";"53630";"G008644";"GM0363";"2003JJ00";"     143"
"3582464";"53630";"G008644";"GM0363";"2004JJ00";"     128"
"3582465";"53630";"G008644";"GM0363";"2005JJ00";"     117"
"3582466";"53630";"G008644";"GM0363";"2006JJ00";"     105"
"3582467";"53630";"G008644";"GM0363";"2007JJ00";"     102"
"3582468";"53630";"G008644";"GM0363";"2008JJ00";"      83"
"3582469";"53630";"G008644";"GM0363";"2009JJ00";"      79"
"3582470";"53630";"G008644";"GM0363";"2010JJ00";"      72"
"3582471";"53630";"G008644";"GM0363";"2011JJ00";"      75"
"3582472";"53630";"G008644";"GM0363";"2012JJ00";"      76"
"3582473";"53630";"G008644";"GM0363";"2013JJ00";"      75"
"3582474";"53630";"G008644";"GM0363";"2014JJ00";"      73"
"3582475";"53630";"G008644";"GM0363";"2015JJ00";"      66"
"3582476";"53630";"G008644";"GM0363";"2016JJ00";"      59"
"3582477";"53630";"G008644";"GM0363";"2017JJ00";"      54"
"3582478";"53630";"G008644";"GM0363";"2018JJ00";"      60"
"3582479";"53630";"G008644";"GM0363";"2019JJ00";"      60"
"3600912";"53630";"G008673";"GM0363";"1996JJ00";"    9752"
"3600913";"53630";"G008673";"GM0363";"1997JJ00";"   10065"
"3600914";"53630";"G008673";"GM0363";"1998JJ00";"   10531"
"3600915";"53630";"G008673";"GM0363";"1999JJ00";"   11150"
"3600916";"53630";"G008673";"GM0363";"2000JJ00";"   11748"
"3600917";"53630";"G008673";"GM0363";"2001JJ00";"   12326"
"3600918";"53630";"G008673";"GM0363";"2002JJ00";"   12862"
"3600919";"53630";"G008673";"GM0363";"2003JJ00";"   13370"
"3600920";"53630";"G008673";"GM0363";"2004JJ00";"   13770"
"3600921";"53630";"G008673";"GM0363";"2005JJ00";"   14132"
"3600922";"53630";"G008673";"GM0363";"2006JJ00";"   14156"
"3600923";"53630";"G008673";"GM0363";"2007JJ00";"   14130"
"3600924";"53630";"G008673";"GM0363";"2008JJ00";"   14146"
"3600925";"53630";"G008673";"GM0363";"2009JJ00";"   13987"
"3600926";"53630";"G008673";"GM0363";"2010JJ00";"   13951"
"3600927";"53630";"G008673";"GM0363";"2011JJ00";"   13760"
"3600928";"53630";"G008673";"GM0363";"2012JJ00";"   13388"
"3600929";"53630";"G008673";"GM0363";"2013JJ00";"   13116"
"3600930";"53630";"G008673";"GM0363";"2014JJ00";"   12771"
"3600931";"53630";"G008673";"GM0363";"2015JJ00";"   12408"
"3600932";"53630";"G008673";"GM0363";"2016JJ00";"   11938"
"3600933";"53630";"G008673";"GM0363";"2017JJ00";"   11347"
"3600934";"53630";"G008673";"GM0363";"2018JJ00";"   10778"
"3600935";"53630";"G008673";"GM0363";"2019JJ00";"   10321"
"3619368";"53630";"G008691";"GM0363";"1996JJ00";"  124880"
"3619369";"53630";"G008691";"GM0363";"1997JJ00";"  125964"
"3619370";"53630";"G008691";"GM0363";"1998JJ00";"  126283"
"3619371";"53630";"G008691";"GM0363";"1999JJ00";"  127295"
"3619372";"53630";"G008691";"GM0363";"2000JJ00";"  128814"
"3619373";"53630";"G008691";"GM0363";"2001JJ00";"  129322"
"3619374";"53630";"G008691";"GM0363";"2002JJ00";"  128792"
"3619375";"53630";"G008691";"GM0363";"2003JJ00";"  127726"
"3619376";"53630";"G008691";"GM0363";"2004JJ00";"  126149"
"3619377";"53630";"G008691";"GM0363";"2005JJ00";"  124161"
"3619378";"53630";"G008691";"GM0363";"2006JJ00";"  121651"
"3619379";"53630";"G008691";"GM0363";"2007JJ00";"  119322"
"3619380";"53630";"G008691";"GM0363";"2008JJ00";"  117367"
"3619381";"53630";"G008691";"GM0363";"2009JJ00";"  116021"
"3619382";"53630";"G008691";"GM0363";"2010JJ00";"  115653"
"3619383";"53630";"G008691";"GM0363";"2011JJ00";"  116684"
"3619384";"53630";"G008691";"GM0363";"2012JJ00";"  117688"
"3619385";"53630";"G008691";"GM0363";"2013JJ00";"  118691"
"3619386";"53630";"G008691";"GM0363";"2014JJ00";"  119947"
"3619387";"53630";"G008691";"GM0363";"2015JJ00";"  120037"
"3619388";"53630";"G008691";"GM0363";"2016JJ00";"  119900"
"3619389";"53630";"G008691";"GM0363";"2017JJ00";"  120069"
"3619390";"53630";"G008691";"GM0363";"2018JJ00";"  119970"
"3619391";"53630";"G008691";"GM0363";"2019JJ00";"  120367"
"3637824";"53630";"G007119";"GM0363";"1996JJ00";"    2935"
"3637825";"53630";"G007119";"GM0363";"1997JJ00";"    2933"
"3637826";"53630";"G007119";"GM0363";"1998JJ00";"    2879"
"3637827";"53630";"G007119";"GM0363";"1999JJ00";"    2959"
"3637828";"53630";"G007119";"GM0363";"2000JJ00";"    2961"
"3637829";"53630";"G007119";"GM0363";"2001JJ00";"    2951"
"3637830";"53630";"G007119";"GM0363";"2002JJ00";"    2996"
"3637831";"53630";"G007119";"GM0363";"2003JJ00";"    2906"
"3637832";"53630";"G007119";"GM0363";"2004JJ00";"    2734"
"3637833";"53630";"G007119";"GM0363";"2005JJ00";"    2609"
"3637834";"53630";"G007119";"GM0363";"2006JJ00";"    2422"
"3637835";"53630";"G007119";"GM0363";"2007JJ00";"    2286"
"3637836";"53630";"G007119";"GM0363";"2008JJ00";"    2177"
"3637837";"53630";"G007119";"GM0363";"2009JJ00";"    2059"
"3637838";"53630";"G007119";"GM0363";"2010JJ00";"    1999"
"3637839";"53630";"G007119";"GM0363";"2011JJ00";"    1960"
"3637840";"53630";"G007119";"GM0363";"2012JJ00";"    1958"
"3637841";"53630";"G007119";"GM0363";"2013JJ00";"    1942"
"3637842";"53630";"G007119";"GM0363";"2014JJ00";"    1886"
"3637843";"53630";"G007119";"GM0363";"2015JJ00";"    1874"
"3637844";"53630";"G007119";"GM0363";"2016JJ00";"    1838"
"3637845";"53630";"G007119";"GM0363";"2017JJ00";"    1768"
"3637846";"53630";"G007119";"GM0363";"2018JJ00";"    1728"
"3637847";"53630";"G007119";"GM0363";"2019JJ00";"    1654"
"3656280";"53630";"G008709";"GM0363";"1996JJ00";"     154"
"3656281";"53630";"G008709";"GM0363";"1997JJ00";"     158"
"3656282";"53630";"G008709";"GM0363";"1998JJ00";"     165"
"3656283";"53630";"G008709";"GM0363";"1999JJ00";"     168"
"3656284";"53630";"G008709";"GM0363";"2000JJ00";"     189"
"3656285";"53630";"G008709";"GM0363";"2001JJ00";"     192"
"3656286";"53630";"G008709";"GM0363";"2002JJ00";"     191"
"3656287";"53630";"G008709";"GM0363";"2003JJ00";"     203"
"3656288";"53630";"G008709";"GM0363";"2004JJ00";"     227"
"3656289";"53630";"G008709";"GM0363";"2005JJ00";"     242"
"3656290";"53630";"G008709";"GM0363";"2006JJ00";"     256"
"3656291";"53630";"G008709";"GM0363";"2007JJ00";"     248"
"3656292";"53630";"G008709";"GM0363";"2008JJ00";"     258"
"3656293";"53630";"G008709";"GM0363";"2009JJ00";"     263"
"3656294";"53630";"G008709";"GM0363";"2010JJ00";"     257"
"3656295";"53630";"G008709";"GM0363";"2011JJ00";"     254"
"3656296";"53630";"G008709";"GM0363";"2012JJ00";"     271"
"3656297";"53630";"G008709";"GM0363";"2013JJ00";"     265"
"3656298";"53630";"G008709";"GM0363";"2014JJ00";"     261"
"3656299";"53630";"G008709";"GM0363";"2015JJ00";"     265"
"3656300";"53630";"G008709";"GM0363";"2016JJ00";"     279"
"3656301";"53630";"G008709";"GM0363";"2017JJ00";"     291"
"3656302";"53630";"G008709";"GM0363";"2018JJ00";"     279"
"3656303";"53630";"G008709";"GM0363";"2019JJ00";"     296"
"3674736";"53630";"G008710";"GM0363";"1996JJ00";"    1544"
"3674737";"53630";"G008710";"GM0363";"1997JJ00";"    1526"
"3674738";"53630";"G008710";"GM0363";"1998JJ00";"    1541"
"3674739";"53630";"G008710";"GM0363";"1999JJ00";"    1582"
"3674740";"53630";"G008710";"GM0363";"2000JJ00";"    1599"
"3674741";"53630";"G008710";"GM0363";"2001JJ00";"    1619"
"3674742";"53630";"G008710";"GM0363";"2002JJ00";"    1603"
"3674743";"53630";"G008710";"GM0363";"2003JJ00";"    1626"
"3674744";"53630";"G008710";"GM0363";"2004JJ00";"    1575"
"3674745";"53630";"G008710";"GM0363";"2005JJ00";"    1500"
"3674746";"53630";"G008710";"GM0363";"2006JJ00";"    1400"
"3674747";"53630";"G008710";"GM0363";"2007JJ00";"    1363"
"3674748";"53630";"G008710";"GM0363";"2008JJ00";"    1302"
"3674749";"53630";"G008710";"GM0363";"2009JJ00";"    1255"
"3674750";"53630";"G008710";"GM0363";"2010JJ00";"    1253"
"3674751";"53630";"G008710";"GM0363";"2011JJ00";"    1198"
"3674752";"53630";"G008710";"GM0363";"2012JJ00";"    1183"
"3674753";"53630";"G008710";"GM0363";"2013JJ00";"    1172"
"3674754";"53630";"G008710";"GM0363";"2014JJ00";"    1150"
"3674755";"53630";"G008710";"GM0363";"2015JJ00";"    1128"
"3674756";"53630";"G008710";"GM0363";"2016JJ00";"    1103"
"3674757";"53630";"G008710";"GM0363";"2017JJ00";"    1082"
"3674758";"53630";"G008710";"GM0363";"2018JJ00";"    1079"
"3674759";"53630";"G008710";"GM0363";"2019JJ00";"    1095"
"3693192";"53630";"G008718";"GM0363";"1996JJ00";"     314"
"3693193";"53630";"G008718";"GM0363";"1997JJ00";"     288"
"3693194";"53630";"G008718";"GM0363";"1998JJ00";"     278"
"3693195";"53630";"G008718";"GM0363";"1999JJ00";"     271"
"3693196";"53630";"G008718";"GM0363";"2000JJ00";"     277"
"3693197";"53630";"G008718";"GM0363";"2001JJ00";"     288"
"3693198";"53630";"G008718";"GM0363";"2002JJ00";"     293"
"3693199";"53630";"G008718";"GM0363";"2003JJ00";"     298"
"3693200";"53630";"G008718";"GM0363";"2004JJ00";"     316"
"3693201";"53630";"G008718";"GM0363";"2005JJ00";"     406"
"3693202";"53630";"G008718";"GM0363";"2006JJ00";"     516"
"3693203";"53630";"G008718";"GM0363";"2007JJ00";"     646"
"3693204";"53630";"G008718";"GM0363";"2008JJ00";"     729"
"3693205";"53630";"G008718";"GM0363";"2009JJ00";"     868"
"3693206";"53630";"G008718";"GM0363";"2010JJ00";"    1023"
"3693207";"53630";"G008718";"GM0363";"2011JJ00";"    1168"
"3693208";"53630";"G008718";"GM0363";"2012JJ00";"    1346"
"3693209";"53630";"G008718";"GM0363";"2013JJ00";"    1453"
"3693210";"53630";"G008718";"GM0363";"2014JJ00";"    1579"
"3693211";"53630";"G008718";"GM0363";"2015JJ00";"    1771"
"3693212";"53630";"G008718";"GM0363";"2016JJ00";"    1914"
"3693213";"53630";"G008718";"GM0363";"2017JJ00";"    2020"
"3693214";"53630";"G008718";"GM0363";"2018JJ00";"    2098"
"3693215";"53630";"G008718";"GM0363";"2019JJ00";"    2168"
"3711648";"53630";"G008719";"GM0363";"1996JJ00";"     808"
"3711649";"53630";"G008719";"GM0363";"1997JJ00";"     753"
"3711650";"53630";"G008719";"GM0363";"1998JJ00";"     742"
"3711651";"53630";"G008719";"GM0363";"1999JJ00";"     747"
"3711652";"53630";"G008719";"GM0363";"2000JJ00";"     743"
"3711653";"53630";"G008719";"GM0363";"2001JJ00";"     711"
"3711654";"53630";"G008719";"GM0363";"2002JJ00";"     709"
"3711655";"53630";"G008719";"GM0363";"2003JJ00";"     703"
"3711656";"53630";"G008719";"GM0363";"2004JJ00";"     709"
"3711657";"53630";"G008719";"GM0363";"2005JJ00";"     679"
"3711658";"53630";"G008719";"GM0363";"2006JJ00";"     645"
"3711659";"53630";"G008719";"GM0363";"2007JJ00";"     607"
"3711660";"53630";"G008719";"GM0363";"2008JJ00";"     597"
"3711661";"53630";"G008719";"GM0363";"2009JJ00";"     638"
"3711662";"53630";"G008719";"GM0363";"2010JJ00";"     643"
"3711663";"53630";"G008719";"GM0363";"2011JJ00";"     649"
"3711664";"53630";"G008719";"GM0363";"2012JJ00";"     676"
"3711665";"53630";"G008719";"GM0363";"2013JJ00";"     740"
"3711666";"53630";"G008719";"GM0363";"2014JJ00";"     789"
"3711667";"53630";"G008719";"GM0363";"2015JJ00";"     871"
"3711668";"53630";"G008719";"GM0363";"2016JJ00";"     909"
"3711669";"53630";"G008719";"GM0363";"2017JJ00";"     928"
"3711670";"53630";"G008719";"GM0363";"2018JJ00";"     960"
"3711671";"53630";"G008719";"GM0363";"2019JJ00";"    1010"
"3730104";"53630";"G008747";"GM0363";"1996JJ00";"     148"
"3730105";"53630";"G008747";"GM0363";"1997JJ00";"     207"
"3730106";"53630";"G008747";"GM0363";"1998JJ00";"     243"
"3730107";"53630";"G008747";"GM0363";"1999JJ00";"     297"
"3730108";"53630";"G008747";"GM0363";"2000JJ00";"     330"
"3730109";"53630";"G008747";"GM0363";"2001JJ00";"     385"
"3730110";"53630";"G008747";"GM0363";"2002JJ00";"     386"
"3730111";"53630";"G008747";"GM0363";"2003JJ00";"     381"
"3730112";"53630";"G008747";"GM0363";"2004JJ00";"     348"
"3730113";"53630";"G008747";"GM0363";"2005JJ00";"     332"
"3730114";"53630";"G008747";"GM0363";"2006JJ00";"     293"
"3730115";"53630";"G008747";"GM0363";"2007JJ00";"     272"
"3730116";"53630";"G008747";"GM0363";"2008JJ00";"     291"
"3730117";"53630";"G008747";"GM0363";"2009JJ00";"     300"
"3730118";"53630";"G008747";"GM0363";"2010JJ00";"     312"
"3730119";"53630";"G008747";"GM0363";"2011JJ00";"     339"
"3730120";"53630";"G008747";"GM0363";"2012JJ00";"     342"
"3730121";"53630";"G008747";"GM0363";"2013JJ00";"     384"
"3730122";"53630";"G008747";"GM0363";"2014JJ00";"     403"
"3730123";"53630";"G008747";"GM0363";"2015JJ00";"     402"
"3730124";"53630";"G008747";"GM0363";"2016JJ00";"     427"
"3730125";"53630";"G008747";"GM0363";"2017JJ00";"     467"
"3730126";"53630";"G008747";"GM0363";"2018JJ00";"     455"
"3730127";"53630";"G008747";"GM0363";"2019JJ00";"     482"
"3748560";"53630";"G007172";"GM0363";"1996JJ00";"     344"
"3748561";"53630";"G007172";"GM0363";"1997JJ00";"     384"
"3748562";"53630";"G007172";"GM0363";"1998JJ00";"     469"
"3748563";"53630";"G007172";"GM0363";"1999JJ00";"     532"
"3748564";"53630";"G007172";"GM0363";"2000JJ00";"     592"
"3748565";"53630";"G007172";"GM0363";"2001JJ00";"     669"
"3748566";"53630";"G007172";"GM0363";"2002JJ00";"     749"
"3748567";"53630";"G007172";"GM0363";"2003JJ00";"     836"
"3748568";"53630";"G007172";"GM0363";"2004JJ00";"     956"
"3748569";"53630";"G007172";"GM0363";"2005JJ00";"    1036"
"3748570";"53630";"G007172";"GM0363";"2006JJ00";"    1052"
"3748571";"53630";"G007172";"GM0363";"2007JJ00";"    1101"
"3748572";"53630";"G007172";"GM0363";"2008JJ00";"    1152"
"3748573";"53630";"G007172";"GM0363";"2009JJ00";"    1256"
"3748574";"53630";"G007172";"GM0363";"2010JJ00";"    1343"
"3748575";"53630";"G007172";"GM0363";"2011JJ00";"    1449"
"3748576";"53630";"G007172";"GM0363";"2012JJ00";"    1620"
"3748577";"53630";"G007172";"GM0363";"2013JJ00";"    1764"
"3748578";"53630";"G007172";"GM0363";"2014JJ00";"    1897"
"3748579";"53630";"G007172";"GM0363";"2015JJ00";"    2132"
"3748580";"53630";"G007172";"GM0363";"2016JJ00";"    2463"
"3748581";"53630";"G007172";"GM0363";"2017JJ00";"    2882"
"3748582";"53630";"G007172";"GM0363";"2018JJ00";"    3309"
"3748583";"53630";"G007172";"GM0363";"2019JJ00";"    3857"
"3767016";"53630";"G008749";"GM0363";"1996JJ00";"     632"
"3767017";"53630";"G008749";"GM0363";"1997JJ00";"     627"
"3767018";"53630";"G008749";"GM0363";"1998JJ00";"     648"
"3767019";"53630";"G008749";"GM0363";"1999JJ00";"     690"
"3767020";"53630";"G008749";"GM0363";"2000JJ00";"     722"
"3767021";"53630";"G008749";"GM0363";"2001JJ00";"     815"
"3767022";"53630";"G008749";"GM0363";"2002JJ00";"     854"
"3767023";"53630";"G008749";"GM0363";"2003JJ00";"     864"
"3767024";"53630";"G008749";"GM0363";"2004JJ00";"     910"
"3767025";"53630";"G008749";"GM0363";"2005JJ00";"     981"
"3767026";"53630";"G008749";"GM0363";"2006JJ00";"     974"
"3767027";"53630";"G008749";"GM0363";"2007JJ00";"     949"
"3767028";"53630";"G008749";"GM0363";"2008JJ00";"     979"
"3767029";"53630";"G008749";"GM0363";"2009JJ00";"    1032"
"3767030";"53630";"G008749";"GM0363";"2010JJ00";"    1109"
"3767031";"53630";"G008749";"GM0363";"2011JJ00";"    1147"
"3767032";"53630";"G008749";"GM0363";"2012JJ00";"    1250"
"3767033";"53630";"G008749";"GM0363";"2013JJ00";"    1401"
"3767034";"53630";"G008749";"GM0363";"2014JJ00";"    1569"
"3767035";"53630";"G008749";"GM0363";"2015JJ00";"    1743"
"3767036";"53630";"G008749";"GM0363";"2016JJ00";"    1846"
"3767037";"53630";"G008749";"GM0363";"2017JJ00";"    1894"
"3767038";"53630";"G008749";"GM0363";"2018JJ00";"    1985"
"3767039";"53630";"G008749";"GM0363";"2019JJ00";"    2124"
"3785472";"53630";"G008751";"GM0363";"1996JJ00";"   18922"
"3785473";"53630";"G008751";"GM0363";"1997JJ00";"   19052"
"3785474";"53630";"G008751";"GM0363";"1998JJ00";"   18997"
"3785475";"53630";"G008751";"GM0363";"1999JJ00";"   19172"
"3785476";"53630";"G008751";"GM0363";"2000JJ00";"   19017"
"3785477";"53630";"G008751";"GM0363";"2001JJ00";"   18644"
"3785478";"53630";"G008751";"GM0363";"2002JJ00";"   18220"
"3785479";"53630";"G008751";"GM0363";"2003JJ00";"   17721"
"3785480";"53630";"G008751";"GM0363";"2004JJ00";"   16857"
"3785481";"53630";"G008751";"GM0363";"2005JJ00";"   16160"
"3785482";"53630";"G008751";"GM0363";"2006JJ00";"   15190"
"3785483";"53630";"G008751";"GM0363";"2007JJ00";"   14153"
"3785484";"53630";"G008751";"GM0363";"2008JJ00";"   13357"
"3785485";"53630";"G008751";"GM0363";"2009JJ00";"   12500"
"3785486";"53630";"G008751";"GM0363";"2010JJ00";"   11711"
"3785487";"53630";"G008751";"GM0363";"2011JJ00";"   10945"
"3785488";"53630";"G008751";"GM0363";"2012JJ00";"   10141"
"3785489";"53630";"G008751";"GM0363";"2013JJ00";"    9383"
"3785490";"53630";"G008751";"GM0363";"2014JJ00";"    8669"
"3785491";"53630";"G008751";"GM0363";"2015JJ00";"    7946"
"3785492";"53630";"G008751";"GM0363";"2016JJ00";"    7360"
"3785493";"53630";"G008751";"GM0363";"2017JJ00";"    6693"
"3785494";"53630";"G008751";"GM0363";"2018JJ00";"    6133"
"3785495";"53630";"G008751";"GM0363";"2019JJ00";"    5686"
"3803928";"53630";"G008766";"GM0363";"1996JJ00";"    7407"
"3803929";"53630";"G008766";"GM0363";"1997JJ00";"    7418"
"3803930";"53630";"G008766";"GM0363";"1998JJ00";"    7644"
"3803931";"53630";"G008766";"GM0363";"1999JJ00";"    8094"
"3803932";"53630";"G008766";"GM0363";"2000JJ00";"    8453"
"3803933";"53630";"G008766";"GM0363";"2001JJ00";"    8934"
"3803934";"53630";"G008766";"GM0363";"2002JJ00";"    9280"
"3803935";"53630";"G008766";"GM0363";"2003JJ00";"    9545"
"3803936";"53630";"G008766";"GM0363";"2004JJ00";"    9790"
"3803937";"53630";"G008766";"GM0363";"2005JJ00";"    9859"
"3803938";"53630";"G008766";"GM0363";"2006JJ00";"    9686"
"3803939";"53630";"G008766";"GM0363";"2007JJ00";"    9526"
"3803940";"53630";"G008766";"GM0363";"2008JJ00";"    9396"
"3803941";"53630";"G008766";"GM0363";"2009JJ00";"    9291"
"3803942";"53630";"G008766";"GM0363";"2010JJ00";"    9137"
"3803943";"53630";"G008766";"GM0363";"2011JJ00";"    8956"
"3803944";"53630";"G008766";"GM0363";"2012JJ00";"    8756"
"3803945";"53630";"G008766";"GM0363";"2013JJ00";"    8665"
"3803946";"53630";"G008766";"GM0363";"2014JJ00";"    8393"
"3803947";"53630";"G008766";"GM0363";"2015JJ00";"    8188"
"3803948";"53630";"G008766";"GM0363";"2016JJ00";"    7971"
"3803949";"53630";"G008766";"GM0363";"2017JJ00";"    7769"
"3803950";"53630";"G008766";"GM0363";"2018JJ00";"    7558"
"3803951";"53630";"G008766";"GM0363";"2019JJ00";"    7451"
"3822384";"53630";"G008776";"GM0363";"1996JJ00";"    2754"
"3822385";"53630";"G008776";"GM0363";"1997JJ00";"    2391"
"3822386";"53630";"G008776";"GM0363";"1998JJ00";"    2475"
"3822387";"53630";"G008776";"GM0363";"1999JJ00";"    2615"
"3822388";"53630";"G008776";"GM0363";"2000JJ00";"    2709"
"3822389";"53630";"G008776";"GM0363";"2001JJ00";"    2937"
"3822390";"53630";"G008776";"GM0363";"2002JJ00";"    3185"
"3822391";"53630";"G008776";"GM0363";"2003JJ00";"    3252"
"3822392";"53630";"G008776";"GM0363";"2004JJ00";"    3308"
"3822393";"53630";"G008776";"GM0363";"2005JJ00";"    3369"
"3822394";"53630";"G008776";"GM0363";"2006JJ00";"    3324"
"3822395";"53630";"G008776";"GM0363";"2007JJ00";"    3171"
"3822396";"53630";"G008776";"GM0363";"2008JJ00";"    3033"
"3822397";"53630";"G008776";"GM0363";"2009JJ00";"    3095"
"3822398";"53630";"G008776";"GM0363";"2010JJ00";"    3143"
"3822399";"53630";"G008776";"GM0363";"2011JJ00";"    3153"
"3822400";"53630";"G008776";"GM0363";"2012JJ00";"    3122"
"3822401";"53630";"G008776";"GM0363";"2013JJ00";"    3051"
"3822402";"53630";"G008776";"GM0363";"2014JJ00";"    3127"
"3822403";"53630";"G008776";"GM0363";"2015JJ00";"    3103"
"3822404";"53630";"G008776";"GM0363";"2016JJ00";"    3087"
"3822405";"53630";"G008776";"GM0363";"2017JJ00";"    3109"
"3822406";"53630";"G008776";"GM0363";"2018JJ00";"    3292"
"3822407";"53630";"G008776";"GM0363";"2019JJ00";"    3688"
"3840840";"53630";"G008778";"GM0363";"1996JJ00";"    1566"
"3840841";"53630";"G008778";"GM0363";"1997JJ00";"    1420"
"3840842";"53630";"G008778";"GM0363";"1998JJ00";"    1541"
"3840843";"53630";"G008778";"GM0363";"1999JJ00";"    1701"
"3840844";"53630";"G008778";"GM0363";"2000JJ00";"    1869"
"3840845";"53630";"G008778";"GM0363";"2001JJ00";"    2039"
"3840846";"53630";"G008778";"GM0363";"2002JJ00";"    2124"
"3840847";"53630";"G008778";"GM0363";"2003JJ00";"    2135"
"3840848";"53630";"G008778";"GM0363";"2004JJ00";"    2148"
"3840849";"53630";"G008778";"GM0363";"2005JJ00";"    2158"
"3840850";"53630";"G008778";"GM0363";"2006JJ00";"    2088"
"3840851";"53630";"G008778";"GM0363";"2007JJ00";"    2018"
"3840852";"53630";"G008778";"GM0363";"2008JJ00";"    1896"
"3840853";"53630";"G008778";"GM0363";"2009JJ00";"    1912"
"3840854";"53630";"G008778";"GM0363";"2010JJ00";"    1896"
"3840855";"53630";"G008778";"GM0363";"2011JJ00";"    1942"
"3840856";"53630";"G008778";"GM0363";"2012JJ00";"    2027"
"3840857";"53630";"G008778";"GM0363";"2013JJ00";"    2084"
"3840858";"53630";"G008778";"GM0363";"2014JJ00";"    2089"
"3840859";"53630";"G008778";"GM0363";"2015JJ00";"    2117"
"3840860";"53630";"G008778";"GM0363";"2016JJ00";"    2314"
"3840861";"53630";"G008778";"GM0363";"2017JJ00";"    2489"
"3840862";"53630";"G008778";"GM0363";"2018JJ00";"    2758"
"3840863";"53630";"G008778";"GM0363";"2019JJ00";"    3081"
"3859296";"53630";"G008780";"GM0363";"1996JJ00";"      38"
"3859297";"53630";"G008780";"GM0363";"1997JJ00";"      42"
"3859298";"53630";"G008780";"GM0363";"1998JJ00";"      43"
"3859299";"53630";"G008780";"GM0363";"1999JJ00";"      58"
"3859300";"53630";"G008780";"GM0363";"2000JJ00";"      65"
"3859301";"53630";"G008780";"GM0363";"2001JJ00";"      63"
"3859302";"53630";"G008780";"GM0363";"2002JJ00";"      72"
"3859303";"53630";"G008780";"GM0363";"2003JJ00";"      81"
"3859304";"53630";"G008780";"GM0363";"2004JJ00";"     103"
"3859305";"53630";"G008780";"GM0363";"2005JJ00";"     109"
"3859306";"53630";"G008780";"GM0363";"2006JJ00";"     116"
"3859307";"53630";"G008780";"GM0363";"2007JJ00";"     112"
"3859308";"53630";"G008780";"GM0363";"2008JJ00";"     114"
"3859309";"53630";"G008780";"GM0363";"2009JJ00";"     128"
"3859310";"53630";"G008780";"GM0363";"2010JJ00";"     131"
"3859311";"53630";"G008780";"GM0363";"2011JJ00";"     144"
"3859312";"53630";"G008780";"GM0363";"2012JJ00";"     163"
"3859313";"53630";"G008780";"GM0363";"2013JJ00";"     175"
"3859314";"53630";"G008780";"GM0363";"2014JJ00";"     193"
"3859315";"53630";"G008780";"GM0363";"2015JJ00";"     199"
"3859316";"53630";"G008780";"GM0363";"2016JJ00";"     199"
"3859317";"53630";"G008780";"GM0363";"2017JJ00";"     185"
"3859318";"53630";"G008780";"GM0363";"2018JJ00";"     190"
"3859319";"53630";"G008780";"GM0363";"2019JJ00";"     188"
"3877752";"53630";"G008787";"GM0363";"1996JJ00";"     343"
"3877753";"53630";"G008787";"GM0363";"1997JJ00";"     336"
"3877754";"53630";"G008787";"GM0363";"1998JJ00";"     344"
"3877755";"53630";"G008787";"GM0363";"1999JJ00";"     363"
"3877756";"53630";"G008787";"GM0363";"2000JJ00";"     414"
"3877757";"53630";"G008787";"GM0363";"2001JJ00";"     438"
"3877758";"53630";"G008787";"GM0363";"2002JJ00";"     478"
"3877759";"53630";"G008787";"GM0363";"2003JJ00";"     482"
"3877760";"53630";"G008787";"GM0363";"2004JJ00";"     479"
"3877761";"53630";"G008787";"GM0363";"2005JJ00";"     502"
"3877762";"53630";"G008787";"GM0363";"2006JJ00";"     519"
"3877763";"53630";"G008787";"GM0363";"2007JJ00";"     517"
"3877764";"53630";"G008787";"GM0363";"2008JJ00";"     540"
"3877765";"53630";"G008787";"GM0363";"2009JJ00";"     567"
"3877766";"53630";"G008787";"GM0363";"2010JJ00";"     564"
"3877767";"53630";"G008787";"GM0363";"2011JJ00";"     552"
"3877768";"53630";"G008787";"GM0363";"2012JJ00";"     572"
"3877769";"53630";"G008787";"GM0363";"2013JJ00";"     568"
"3877770";"53630";"G008787";"GM0363";"2014JJ00";"     579"
"3877771";"53630";"G008787";"GM0363";"2015JJ00";"     597"
"3877772";"53630";"G008787";"GM0363";"2016JJ00";"     614"
"3877773";"53630";"G008787";"GM0363";"2017JJ00";"     678"
"3877774";"53630";"G008787";"GM0363";"2018JJ00";"     780"
"3877775";"53630";"G008787";"GM0363";"2019JJ00";"     901"
"3896208";"53630";"G008797";"GM0363";"1996JJ00";"    1881"
"3896209";"53630";"G008797";"GM0363";"1997JJ00";"    1975"
"3896210";"53630";"G008797";"GM0363";"1998JJ00";"    2145"
