"ID";"Leeftijd";"Geboorteland";"RegioS";"Perioden";"MannenEnVrouwen_1"
"1312368";"10680";"G008594";"GM0363";"1996JJ00";"     122"
"1312369";"10680";"G008594";"GM0363";"1997JJ00";"     146"
"1312370";"10680";"G008594";"GM0363";"1998JJ00";"     157"
"1312371";"10680";"G008594";"GM0363";"1999JJ00";"     193"
"1312372";"10680";"G008594";"GM0363";"2000JJ00";"     223"
"1312373";"10680";"G008594";"GM0363";"2001JJ00";"     247"
"1312374";"10680";"G008594";"GM0363";"2002JJ00";"     291"
"1312375";"10680";"G008594";"GM0363";"2003JJ00";"     343"
"1312376";"10680";"G008594";"GM0363";"2004JJ00";"     365"
"1312377";"10680";"G008594";"GM0363";"2005JJ00";"     388"
"1312378";"10680";"G008594";"GM0363";"2006JJ00";"     396"
"1312379";"10680";"G008594";"GM0363";"2007JJ00";"     402"
"1312380";"10680";"G008594";"GM0363";"2008JJ00";"     410"
"1312381";"10680";"G008594";"GM0363";"2009JJ00";"     382"
"1312382";"10680";"G008594";"GM0363";"2010JJ00";"     382"
"1312383";"10680";"G008594";"GM0363";"2011JJ00";"     351"
"1312384";"10680";"G008594";"GM0363";"2012JJ00";"     306"
"1312385";"10680";"G008594";"GM0363";"2013JJ00";"     301"
"1312386";"10680";"G008594";"GM0363";"2014JJ00";"     302"
"1312387";"10680";"G008594";"GM0363";"2015JJ00";"     307"
"1312388";"10680";"G008594";"GM0363";"2016JJ00";"     302"
"1312389";"10680";"G008594";"GM0363";"2017JJ00";"     294"
"1312390";"10680";"G008594";"GM0363";"2018JJ00";"     305"
"1312391";"10680";"G008594";"GM0363";"2019JJ00";"     315"
"1330824";"10680";"G008599";"GM0363";"1996JJ00";"      73"
"1330825";"10680";"G008599";"GM0363";"1997JJ00";"      63"
"1330826";"10680";"G008599";"GM0363";"1998JJ00";"      59"
"1330827";"10680";"G008599";"GM0363";"1999JJ00";"      54"
"1330828";"10680";"G008599";"GM0363";"2000JJ00";"      49"
"1330829";"10680";"G008599";"GM0363";"2001JJ00";"      47"
"1330830";"10680";"G008599";"GM0363";"2002JJ00";"      48"
"1330831";"10680";"G008599";"GM0363";"2003JJ00";"      39"
"1330832";"10680";"G008599";"GM0363";"2004JJ00";"      31"
"1330833";"10680";"G008599";"GM0363";"2005JJ00";"      30"
"1330834";"10680";"G008599";"GM0363";"2006JJ00";"      30"
"1330835";"10680";"G008599";"GM0363";"2007JJ00";"      26"
"1330836";"10680";"G008599";"GM0363";"2008JJ00";"      26"
"1330837";"10680";"G008599";"GM0363";"2009JJ00";"      25"
"1330838";"10680";"G008599";"GM0363";"2010JJ00";"      25"
"1330839";"10680";"G008599";"GM0363";"2011JJ00";"      22"
"1330840";"10680";"G008599";"GM0363";"2012JJ00";"      23"
"1330841";"10680";"G008599";"GM0363";"2013JJ00";"      25"
"1330842";"10680";"G008599";"GM0363";"2014JJ00";"      23"
"1330843";"10680";"G008599";"GM0363";"2015JJ00";"      22"
"1330844";"10680";"G008599";"GM0363";"2016JJ00";"      30"
"1330845";"10680";"G008599";"GM0363";"2017JJ00";"      30"
"1330846";"10680";"G008599";"GM0363";"2018JJ00";"      37"
"1330847";"10680";"G008599";"GM0363";"2019JJ00";"      42"
"1349280";"10680";"G008603";"GM0363";"1996JJ00";"      45"
"1349281";"10680";"G008603";"GM0363";"1997JJ00";"      49"
"1349282";"10680";"G008603";"GM0363";"1998JJ00";"      53"
"1349283";"10680";"G008603";"GM0363";"1999JJ00";"      43"
"1349284";"10680";"G008603";"GM0363";"2000JJ00";"      45"
"1349285";"10680";"G008603";"GM0363";"2001JJ00";"      40"
"1349286";"10680";"G008603";"GM0363";"2002JJ00";"      49"
"1349287";"10680";"G008603";"GM0363";"2003JJ00";"      50"
"1349288";"10680";"G008603";"GM0363";"2004JJ00";"      56"
"1349289";"10680";"G008603";"GM0363";"2005JJ00";"      46"
"1349290";"10680";"G008603";"GM0363";"2006JJ00";"      48"
"1349291";"10680";"G008603";"GM0363";"2007JJ00";"      48"
"1349292";"10680";"G008603";"GM0363";"2008JJ00";"      37"
"1349293";"10680";"G008603";"GM0363";"2009JJ00";"      36"
"1349294";"10680";"G008603";"GM0363";"2010JJ00";"      43"
"1349295";"10680";"G008603";"GM0363";"2011JJ00";"      57"
"1349296";"10680";"G008603";"GM0363";"2012JJ00";"      60"
"1349297";"10680";"G008603";"GM0363";"2013JJ00";"      58"
"1349298";"10680";"G008603";"GM0363";"2014JJ00";"      56"
"1349299";"10680";"G008603";"GM0363";"2015JJ00";"      65"
"1349300";"10680";"G008603";"GM0363";"2016JJ00";"      73"
"1349301";"10680";"G008603";"GM0363";"2017JJ00";"      82"
"1349302";"10680";"G008603";"GM0363";"2018JJ00";"      84"
"1349303";"10680";"G008603";"GM0363";"2019JJ00";"      87"
"1367736";"10680";"G008605";"GM0363";"1996JJ00";"     191"
"1367737";"10680";"G008605";"GM0363";"1997JJ00";"     189"
"1367738";"10680";"G008605";"GM0363";"1998JJ00";"     173"
"1367739";"10680";"G008605";"GM0363";"1999JJ00";"     189"
"1367740";"10680";"G008605";"GM0363";"2000JJ00";"     184"
"1367741";"10680";"G008605";"GM0363";"2001JJ00";"     199"
"1367742";"10680";"G008605";"GM0363";"2002JJ00";"     223"
"1367743";"10680";"G008605";"GM0363";"2003JJ00";"     235"
"1367744";"10680";"G008605";"GM0363";"2004JJ00";"     220"
"1367745";"10680";"G008605";"GM0363";"2005JJ00";"     252"
"1367746";"10680";"G008605";"GM0363";"2006JJ00";"     249"
"1367747";"10680";"G008605";"GM0363";"2007JJ00";"     251"
"1367748";"10680";"G008605";"GM0363";"2008JJ00";"     298"
"1367749";"10680";"G008605";"GM0363";"2009JJ00";"     307"
"1367750";"10680";"G008605";"GM0363";"2010JJ00";"     323"
"1367751";"10680";"G008605";"GM0363";"2011JJ00";"     352"
"1367752";"10680";"G008605";"GM0363";"2012JJ00";"     360"
"1367753";"10680";"G008605";"GM0363";"2013JJ00";"     373"
"1367754";"10680";"G008605";"GM0363";"2014JJ00";"     389"
"1367755";"10680";"G008605";"GM0363";"2015JJ00";"     420"
"1367756";"10680";"G008605";"GM0363";"2016JJ00";"     456"
"1367757";"10680";"G008605";"GM0363";"2017JJ00";"     468"
"1367758";"10680";"G008605";"GM0363";"2018JJ00";"     464"
"1367759";"10680";"G008605";"GM0363";"2019JJ00";"     491"
"1386192";"10680";"G008612";"GM0363";"1996JJ00";"     324"
"1386193";"10680";"G008612";"GM0363";"1997JJ00";"     277"
"1386194";"10680";"G008612";"GM0363";"1998JJ00";"     241"
"1386195";"10680";"G008612";"GM0363";"1999JJ00";"     230"
"1386196";"10680";"G008612";"GM0363";"2000JJ00";"     212"
"1386197";"10680";"G008612";"GM0363";"2001JJ00";"     208"
"1386198";"10680";"G008612";"GM0363";"2002JJ00";"     175"
"1386199";"10680";"G008612";"GM0363";"2003JJ00";"     141"
"1386200";"10680";"G008612";"GM0363";"2004JJ00";"     146"
"1386201";"10680";"G008612";"GM0363";"2005JJ00";"     137"
"1386202";"10680";"G008612";"GM0363";"2006JJ00";"     172"
"1386203";"10680";"G008612";"GM0363";"2007JJ00";"     194"
"1386204";"10680";"G008612";"GM0363";"2008JJ00";"     195"
"1386205";"10680";"G008612";"GM0363";"2009JJ00";"     204"
"1386206";"10680";"G008612";"GM0363";"2010JJ00";"     231"
"1386207";"10680";"G008612";"GM0363";"2011JJ00";"     245"
"1386208";"10680";"G008612";"GM0363";"2012JJ00";"     248"
"1386209";"10680";"G008612";"GM0363";"2013JJ00";"     239"
"1386210";"10680";"G008612";"GM0363";"2014JJ00";"     234"
"1386211";"10680";"G008612";"GM0363";"2015JJ00";"     227"
"1386212";"10680";"G008612";"GM0363";"2016JJ00";"     223"
"1386213";"10680";"G008612";"GM0363";"2017JJ00";"     232"
"1386214";"10680";"G008612";"GM0363";"2018JJ00";"     231"
"1386215";"10680";"G008612";"GM0363";"2019JJ00";"     256"
"1404648";"10680";"G008615";"GM0363";"1996JJ00";"      29"
"1404649";"10680";"G008615";"GM0363";"1997JJ00";"      31"
"1404650";"10680";"G008615";"GM0363";"1998JJ00";"      28"
"1404651";"10680";"G008615";"GM0363";"1999JJ00";"      30"
"1404652";"10680";"G008615";"GM0363";"2000JJ00";"      30"
"1404653";"10680";"G008615";"GM0363";"2001JJ00";"      20"
"1404654";"10680";"G008615";"GM0363";"2002JJ00";"      19"
"1404655";"10680";"G008615";"GM0363";"2003JJ00";"      20"
"1404656";"10680";"G008615";"GM0363";"2004JJ00";"      27"
"1404657";"10680";"G008615";"GM0363";"2005JJ00";"      30"
"1404658";"10680";"G008615";"GM0363";"2006JJ00";"      27"
"1404659";"10680";"G008615";"GM0363";"2007JJ00";"      27"
"1404660";"10680";"G008615";"GM0363";"2008JJ00";"      26"
"1404661";"10680";"G008615";"GM0363";"2009JJ00";"      23"
"1404662";"10680";"G008615";"GM0363";"2010JJ00";"      25"
"1404663";"10680";"G008615";"GM0363";"2011JJ00";"      32"
"1404664";"10680";"G008615";"GM0363";"2012JJ00";"      34"
"1404665";"10680";"G008615";"GM0363";"2013JJ00";"      50"
"1404666";"10680";"G008615";"GM0363";"2014JJ00";"      42"
"1404667";"10680";"G008615";"GM0363";"2015JJ00";"      46"
"1404668";"10680";"G008615";"GM0363";"2016JJ00";"      50"
"1404669";"10680";"G008615";"GM0363";"2017JJ00";"      58"
"1404670";"10680";"G008615";"GM0363";"2018JJ00";"      73"
"1404671";"10680";"G008615";"GM0363";"2019JJ00";"      75"
"1423104";"10680";"G008627";"GM0363";"1996JJ00";"      22"
"1423105";"10680";"G008627";"GM0363";"1997JJ00";"      14"
"1423106";"10680";"G008627";"GM0363";"1998JJ00";"      11"
"1423107";"10680";"G008627";"GM0363";"1999JJ00";"       9"
"1423108";"10680";"G008627";"GM0363";"2000JJ00";"       9"
"1423109";"10680";"G008627";"GM0363";"2001JJ00";"       9"
"1423110";"10680";"G008627";"GM0363";"2002JJ00";"      14"
"1423111";"10680";"G008627";"GM0363";"2003JJ00";"      13"
"1423112";"10680";"G008627";"GM0363";"2004JJ00";"      13"
"1423113";"10680";"G008627";"GM0363";"2005JJ00";"      15"
"1423114";"10680";"G008627";"GM0363";"2006JJ00";"      19"
"1423115";"10680";"G008627";"GM0363";"2007JJ00";"      17"
"1423116";"10680";"G008627";"GM0363";"2008JJ00";"      14"
"1423117";"10680";"G008627";"GM0363";"2009JJ00";"      23"
"1423118";"10680";"G008627";"GM0363";"2010JJ00";"      25"
"1423119";"10680";"G008627";"GM0363";"2011JJ00";"      34"
"1423120";"10680";"G008627";"GM0363";"2012JJ00";"      47"
"1423121";"10680";"G008627";"GM0363";"2013JJ00";"      54"
"1423122";"10680";"G008627";"GM0363";"2014JJ00";"      51"
"1423123";"10680";"G008627";"GM0363";"2015JJ00";"      57"
"1423124";"10680";"G008627";"GM0363";"2016JJ00";"      64"
"1423125";"10680";"G008627";"GM0363";"2017JJ00";"      56"
"1423126";"10680";"G008627";"GM0363";"2018JJ00";"      53"
"1423127";"10680";"G008627";"GM0363";"2019JJ00";"      53"
"1441560";"10680";"G008628";"GM0363";"1996JJ00";"      54"
"1441561";"10680";"G008628";"GM0363";"1997JJ00";"      38"
"1441562";"10680";"G008628";"GM0363";"1998JJ00";"      37"
"1441563";"10680";"G008628";"GM0363";"1999JJ00";"      33"
"1441564";"10680";"G008628";"GM0363";"2000JJ00";"      27"
"1441565";"10680";"G008628";"GM0363";"2001JJ00";"      24"
"1441566";"10680";"G008628";"GM0363";"2002JJ00";"      19"
"1441567";"10680";"G008628";"GM0363";"2003JJ00";"      16"
"1441568";"10680";"G008628";"GM0363";"2004JJ00";"      12"
"1441569";"10680";"G008628";"GM0363";"2005JJ00";"      12"
"1441570";"10680";"G008628";"GM0363";"2006JJ00";"      12"
"1441571";"10680";"G008628";"GM0363";"2007JJ00";"      10"
"1441572";"10680";"G008628";"GM0363";"2008JJ00";"       8"
"1441573";"10680";"G008628";"GM0363";"2009JJ00";"       6"
"1441574";"10680";"G008628";"GM0363";"2010JJ00";"       3"
"1441575";"10680";"G008628";"GM0363";"2011JJ00";"       1"
"1441576";"10680";"G008628";"GM0363";"2012JJ00";"       1"
"1441577";"10680";"G008628";"GM0363";"2013JJ00";""
"1441578";"10680";"G008628";"GM0363";"2014JJ00";"       0"
"1441579";"10680";"G008628";"GM0363";"2015JJ00";"       0"
"1441580";"10680";"G008628";"GM0363";"2016JJ00";"       0"
"1441581";"10680";"G008628";"GM0363";"2017JJ00";"       0"
"1441582";"10680";"G008628";"GM0363";"2018JJ00";"       0"
"1441583";"10680";"G008628";"GM0363";"2019JJ00";"       0"
"1460016";"10680";"G008631";"GM0363";"1996JJ00";"     126"
"1460017";"10680";"G008631";"GM0363";"1997JJ00";"     129"
"1460018";"10680";"G008631";"GM0363";"1998JJ00";"     138"
"1460019";"10680";"G008631";"GM0363";"1999JJ00";"     143"
"1460020";"10680";"G008631";"GM0363";"2000JJ00";"     146"
"1460021";"10680";"G008631";"GM0363";"2001JJ00";"     139"
"1460022";"10680";"G008631";"GM0363";"2002JJ00";"     128"
"1460023";"10680";"G008631";"GM0363";"2003JJ00";"     120"
"1460024";"10680";"G008631";"GM0363";"2004JJ00";"     121"
"1460025";"10680";"G008631";"GM0363";"2005JJ00";"     120"
"1460026";"10680";"G008631";"GM0363";"2006JJ00";"     127"
"1460027";"10680";"G008631";"GM0363";"2007JJ00";"     153"
"1460028";"10680";"G008631";"GM0363";"2008JJ00";"     150"
"1460029";"10680";"G008631";"GM0363";"2009JJ00";"     167"
"1460030";"10680";"G008631";"GM0363";"2010JJ00";"     180"
"1460031";"10680";"G008631";"GM0363";"2011JJ00";"     185"
"1460032";"10680";"G008631";"GM0363";"2012JJ00";"     190"
"1460033";"10680";"G008631";"GM0363";"2013JJ00";"     209"
"1460034";"10680";"G008631";"GM0363";"2014JJ00";"     200"
"1460035";"10680";"G008631";"GM0363";"2015JJ00";"     210"
"1460036";"10680";"G008631";"GM0363";"2016JJ00";"     247"
"1460037";"10680";"G008631";"GM0363";"2017JJ00";"     258"
"1460038";"10680";"G008631";"GM0363";"2018JJ00";"     276"
"1460039";"10680";"G008631";"GM0363";"2019JJ00";"     352"
"1478472";"10680";"G008632";"GM0363";"1996JJ00";"      93"
"1478473";"10680";"G008632";"GM0363";"1997JJ00";"      88"
"1478474";"10680";"G008632";"GM0363";"1998JJ00";"      83"
"1478475";"10680";"G008632";"GM0363";"1999JJ00";"      91"
"1478476";"10680";"G008632";"GM0363";"2000JJ00";"      94"
"1478477";"10680";"G008632";"GM0363";"2001JJ00";"      84"
"1478478";"10680";"G008632";"GM0363";"2002JJ00";"      83"
"1478479";"10680";"G008632";"GM0363";"2003JJ00";"      82"
"1478480";"10680";"G008632";"GM0363";"2004JJ00";"      85"
"1478481";"10680";"G008632";"GM0363";"2005JJ00";"      75"
"1478482";"10680";"G008632";"GM0363";"2006JJ00";"      67"
"1478483";"10680";"G008632";"GM0363";"2007JJ00";"      69"
"1478484";"10680";"G008632";"GM0363";"2008JJ00";"      69"
"1478485";"10680";"G008632";"GM0363";"2009JJ00";"      72"
"1478486";"10680";"G008632";"GM0363";"2010JJ00";"      65"
"1478487";"10680";"G008632";"GM0363";"2011JJ00";"      67"
"1478488";"10680";"G008632";"GM0363";"2012JJ00";"      71"
"1478489";"10680";"G008632";"GM0363";"2013JJ00";"      71"
"1478490";"10680";"G008632";"GM0363";"2014JJ00";"      71"
"1478491";"10680";"G008632";"GM0363";"2015JJ00";"      72"
"1478492";"10680";"G008632";"GM0363";"2016JJ00";"      66"
"1478493";"10680";"G008632";"GM0363";"2017JJ00";"      75"
"1478494";"10680";"G008632";"GM0363";"2018JJ00";"      73"
"1478495";"10680";"G008632";"GM0363";"2019JJ00";"      66"
"1496928";"10680";"G008633";"GM0363";"1996JJ00";"      82"
"1496929";"10680";"G008633";"GM0363";"1997JJ00";"     102"
"1496930";"10680";"G008633";"GM0363";"1998JJ00";"     144"
"1496931";"10680";"G008633";"GM0363";"1999JJ00";"     161"
"1496932";"10680";"G008633";"GM0363";"2000JJ00";"     165"
"1496933";"10680";"G008633";"GM0363";"2001JJ00";"     167"
"1496934";"10680";"G008633";"GM0363";"2002JJ00";"     179"
"1496935";"10680";"G008633";"GM0363";"2003JJ00";"     181"
"1496936";"10680";"G008633";"GM0363";"2004JJ00";"     160"
"1496937";"10680";"G008633";"GM0363";"2005JJ00";"     128"
"1496938";"10680";"G008633";"GM0363";"2006JJ00";"      99"
"1496939";"10680";"G008633";"GM0363";"2007JJ00";"      84"
"1496940";"10680";"G008633";"GM0363";"2008JJ00";"      67"
"1496941";"10680";"G008633";"GM0363";"2009JJ00";"      65"
"1496942";"10680";"G008633";"GM0363";"2010JJ00";"      50"
"1496943";"10680";"G008633";"GM0363";"2011JJ00";"      33"
"1496944";"10680";"G008633";"GM0363";"2012JJ00";"      23"
"1496945";"10680";"G008633";"GM0363";"2013JJ00";"      17"
"1496946";"10680";"G008633";"GM0363";"2014JJ00";"      18"
"1496947";"10680";"G008633";"GM0363";"2015JJ00";"      15"
"1496948";"10680";"G008633";"GM0363";"2016JJ00";"      15"
"1496949";"10680";"G008633";"GM0363";"2017JJ00";"      18"
"1496950";"10680";"G008633";"GM0363";"2018JJ00";"      27"
"1496951";"10680";"G008633";"GM0363";"2019JJ00";"      36"
"1515384";"10680";"G008634";"GM0363";"1996JJ00";"     145"
"1515385";"10680";"G008634";"GM0363";"1997JJ00";"     146"
"1515386";"10680";"G008634";"GM0363";"1998JJ00";"     129"
"1515387";"10680";"G008634";"GM0363";"1999JJ00";"     117"
"1515388";"10680";"G008634";"GM0363";"2000JJ00";"     104"
"1515389";"10680";"G008634";"GM0363";"2001JJ00";"      82"
"1515390";"10680";"G008634";"GM0363";"2002JJ00";"      80"
"1515391";"10680";"G008634";"GM0363";"2003JJ00";"      75"
"1515392";"10680";"G008634";"GM0363";"2004JJ00";"      71"
"1515393";"10680";"G008634";"GM0363";"2005JJ00";"      61"
"1515394";"10680";"G008634";"GM0363";"2006JJ00";"      46"
"1515395";"10680";"G008634";"GM0363";"2007JJ00";"      38"
"1515396";"10680";"G008634";"GM0363";"2008JJ00";"      37"
"1515397";"10680";"G008634";"GM0363";"2009JJ00";"      32"
"1515398";"10680";"G008634";"GM0363";"2010JJ00";"      26"
"1515399";"10680";"G008634";"GM0363";"2011JJ00";"      24"
"1515400";"10680";"G008634";"GM0363";"2012JJ00";"      22"
"1515401";"10680";"G008634";"GM0363";"2013JJ00";"      21"
"1515402";"10680";"G008634";"GM0363";"2014JJ00";"      22"
"1515403";"10680";"G008634";"GM0363";"2015JJ00";"      24"
"1515404";"10680";"G008634";"GM0363";"2016JJ00";"      29"
"1515405";"10680";"G008634";"GM0363";"2017JJ00";"      37"
"1515406";"10680";"G008634";"GM0363";"2018JJ00";"      40"
"1515407";"10680";"G008634";"GM0363";"2019JJ00";"      45"
"1533840";"10680";"G008636";"GM0363";"1996JJ00";"      75"
"1533841";"10680";"G008636";"GM0363";"1997JJ00";"      69"
"1533842";"10680";"G008636";"GM0363";"1998JJ00";"      74"
"1533843";"10680";"G008636";"GM0363";"1999JJ00";"      82"
"1533844";"10680";"G008636";"GM0363";"2000JJ00";"      77"
"1533845";"10680";"G008636";"GM0363";"2001JJ00";"      70"
"1533846";"10680";"G008636";"GM0363";"2002JJ00";"      80"
"1533847";"10680";"G008636";"GM0363";"2003JJ00";"      76"
"1533848";"10680";"G008636";"GM0363";"2004JJ00";"      89"
"1533849";"10680";"G008636";"GM0363";"2005JJ00";"      84"
"1533850";"10680";"G008636";"GM0363";"2006JJ00";"      80"
"1533851";"10680";"G008636";"GM0363";"2007JJ00";"     101"
"1533852";"10680";"G008636";"GM0363";"2008JJ00";"     101"
"1533853";"10680";"G008636";"GM0363";"2009JJ00";"     121"
"1533854";"10680";"G008636";"GM0363";"2010JJ00";"     138"
"1533855";"10680";"G008636";"GM0363";"2011JJ00";"     162"
"1533856";"10680";"G008636";"GM0363";"2012JJ00";"     174"
"1533857";"10680";"G008636";"GM0363";"2013JJ00";"     205"
"1533858";"10680";"G008636";"GM0363";"2014JJ00";"     214"
"1533859";"10680";"G008636";"GM0363";"2015JJ00";"     240"
"1533860";"10680";"G008636";"GM0363";"2016JJ00";"     272"
"1533861";"10680";"G008636";"GM0363";"2017JJ00";"     298"
"1533862";"10680";"G008636";"GM0363";"2018JJ00";"     316"
"1533863";"10680";"G008636";"GM0363";"2019JJ00";"     349"
"1552296";"10680";"G008639";"GM0363";"1996JJ00";"     158"
"1552297";"10680";"G008639";"GM0363";"1997JJ00";"     136"
"1552298";"10680";"G008639";"GM0363";"1998JJ00";"     143"
"1552299";"10680";"G008639";"GM0363";"1999JJ00";"     133"
"1552300";"10680";"G008639";"GM0363";"2000JJ00";"     132"
"1552301";"10680";"G008639";"GM0363";"2001JJ00";"     136"
"1552302";"10680";"G008639";"GM0363";"2002JJ00";"     133"
"1552303";"10680";"G008639";"GM0363";"2003JJ00";"     125"
"1552304";"10680";"G008639";"GM0363";"2004JJ00";"     138"
"1552305";"10680";"G008639";"GM0363";"2005JJ00";"     142"
"1552306";"10680";"G008639";"GM0363";"2006JJ00";"     133"
"1552307";"10680";"G008639";"GM0363";"2007JJ00";"     116"
"1552308";"10680";"G008639";"GM0363";"2008JJ00";"     108"
"1552309";"10680";"G008639";"GM0363";"2009JJ00";"     106"
"1552310";"10680";"G008639";"GM0363";"2010JJ00";"      97"
"1552311";"10680";"G008639";"GM0363";"2011JJ00";"      94"
"1552312";"10680";"G008639";"GM0363";"2012JJ00";"      85"
"1552313";"10680";"G008639";"GM0363";"2013JJ00";"      84"
"1552314";"10680";"G008639";"GM0363";"2014JJ00";"      85"
"1552315";"10680";"G008639";"GM0363";"2015JJ00";"      87"
"1552316";"10680";"G008639";"GM0363";"2016JJ00";"      87"
"1552317";"10680";"G008639";"GM0363";"2017JJ00";"      86"
"1552318";"10680";"G008639";"GM0363";"2018JJ00";"      99"
"1552319";"10680";"G008639";"GM0363";"2019JJ00";"     117"
"1570752";"10680";"G007069";"GM0363";"1996JJ00";"     291"
"1570753";"10680";"G007069";"GM0363";"1997JJ00";"     269"
"1570754";"10680";"G007069";"GM0363";"1998JJ00";"     247"
"1570755";"10680";"G007069";"GM0363";"1999JJ00";"     229"
"1570756";"10680";"G007069";"GM0363";"2000JJ00";"     203"
"1570757";"10680";"G007069";"GM0363";"2001JJ00";"     189"
"1570758";"10680";"G007069";"GM0363";"2002JJ00";"     152"
"1570759";"10680";"G007069";"GM0363";"2003JJ00";"     141"
"1570760";"10680";"G007069";"GM0363";"2004JJ00";"     118"
"1570761";"10680";"G007069";"GM0363";"2005JJ00";"      92"
"1570762";"10680";"G007069";"GM0363";"2006JJ00";"      65"
"1570763";"10680";"G007069";"GM0363";"2007JJ00";"      54"
"1570764";"10680";"G007069";"GM0363";"2008JJ00";"      47"
"1570765";"10680";"G007069";"GM0363";"2009JJ00";"      52"
"1570766";"10680";"G007069";"GM0363";"2010JJ00";"      46"
"1570767";"10680";"G007069";"GM0363";"2011JJ00";"      48"
"1570768";"10680";"G007069";"GM0363";"2012JJ00";"      43"
"1570769";"10680";"G007069";"GM0363";"2013JJ00";"      46"
"1570770";"10680";"G007069";"GM0363";"2014JJ00";"      57"
"1570771";"10680";"G007069";"GM0363";"2015JJ00";"      74"
"1570772";"10680";"G007069";"GM0363";"2016JJ00";"      71"
"1570773";"10680";"G007069";"GM0363";"2017JJ00";"      85"
"1570774";"10680";"G007069";"GM0363";"2018JJ00";"      81"
"1570775";"10680";"G007069";"GM0363";"2019JJ00";"      79"
"1589208";"10680";"G008644";"GM0363";"1996JJ00";"      25"
"1589209";"10680";"G008644";"GM0363";"1997JJ00";"      22"
"1589210";"10680";"G008644";"GM0363";"1998JJ00";"      20"
"1589211";"10680";"G008644";"GM0363";"1999JJ00";"      13"
"1589212";"10680";"G008644";"GM0363";"2000JJ00";"      14"
"1589213";"10680";"G008644";"GM0363";"2001JJ00";"      13"
"1589214";"10680";"G008644";"GM0363";"2002JJ00";"      13"
"1589215";"10680";"G008644";"GM0363";"2003JJ00";"       7"
"1589216";"10680";"G008644";"GM0363";"2004JJ00";"       7"
"1589217";"10680";"G008644";"GM0363";"2005JJ00";"       9"
"1589218";"10680";"G008644";"GM0363";"2006JJ00";"       8"
"1589219";"10680";"G008644";"GM0363";"2007JJ00";"       5"
"1589220";"10680";"G008644";"GM0363";"2008JJ00";"       5"
"1589221";"10680";"G008644";"GM0363";"2009JJ00";"       4"
"1589222";"10680";"G008644";"GM0363";"2010JJ00";"       4"
"1589223";"10680";"G008644";"GM0363";"2011JJ00";"       3"
"1589224";"10680";"G008644";"GM0363";"2012JJ00";"       3"
"1589225";"10680";"G008644";"GM0363";"2013JJ00";"       3"
"1589226";"10680";"G008644";"GM0363";"2014JJ00";"       1"
"1589227";"10680";"G008644";"GM0363";"2015JJ00";"       1"
"1589228";"10680";"G008644";"GM0363";"2016JJ00";"       0"
"1589229";"10680";"G008644";"GM0363";"2017JJ00";"       0"
"1589230";"10680";"G008644";"GM0363";"2018JJ00";"       0"
"1589231";"10680";"G008644";"GM0363";"2019JJ00";"       1"
"1607664";"10680";"G008673";"GM0363";"1996JJ00";"    2642"
"1607665";"10680";"G008673";"GM0363";"1997JJ00";"    2449"
"1607666";"10680";"G008673";"GM0363";"1998JJ00";"    2304"
"1607667";"10680";"G008673";"GM0363";"1999JJ00";"    2207"
"1607668";"10680";"G008673";"GM0363";"2000JJ00";"    2075"
"1607669";"10680";"G008673";"GM0363";"2001JJ00";"    1923"
"1607670";"10680";"G008673";"GM0363";"2002JJ00";"    1825"
"1607671";"10680";"G008673";"GM0363";"2003JJ00";"    1710"
"1607672";"10680";"G008673";"GM0363";"2004JJ00";"    1521"
"1607673";"10680";"G008673";"GM0363";"2005JJ00";"    1363"
"1607674";"10680";"G008673";"GM0363";"2006JJ00";"    1175"
"1607675";"10680";"G008673";"GM0363";"2007JJ00";"    1024"
"1607676";"10680";"G008673";"GM0363";"2008JJ00";"     907"
"1607677";"10680";"G008673";"GM0363";"2009JJ00";"     834"
"1607678";"10680";"G008673";"GM0363";"2010JJ00";"     763"
"1607679";"10680";"G008673";"GM0363";"2011JJ00";"     668"
"1607680";"10680";"G008673";"GM0363";"2012JJ00";"     583"
"1607681";"10680";"G008673";"GM0363";"2013JJ00";"     488"
"1607682";"10680";"G008673";"GM0363";"2014JJ00";"     432"
"1607683";"10680";"G008673";"GM0363";"2015JJ00";"     408"
"1607684";"10680";"G008673";"GM0363";"2016JJ00";"     369"
"1607685";"10680";"G008673";"GM0363";"2017JJ00";"     346"
"1607686";"10680";"G008673";"GM0363";"2018JJ00";"     348"
"1607687";"10680";"G008673";"GM0363";"2019JJ00";"     429"
"1626120";"10680";"G008691";"GM0363";"1996JJ00";"   99158"
"1626121";"10680";"G008691";"GM0363";"1997JJ00";"  100290"
"1626122";"10680";"G008691";"GM0363";"1998JJ00";"  101499"
"1626123";"10680";"G008691";"GM0363";"1999JJ00";"  103553"
"1626124";"10680";"G008691";"GM0363";"2000JJ00";"  105218"
"1626125";"10680";"G008691";"GM0363";"2001JJ00";"  106925"
"1626126";"10680";"G008691";"GM0363";"2002JJ00";"  108392"
"1626127";"10680";"G008691";"GM0363";"2003JJ00";"  109508"
"1626128";"10680";"G008691";"GM0363";"2004JJ00";"  110217"
"1626129";"10680";"G008691";"GM0363";"2005JJ00";"  110921"
"1626130";"10680";"G008691";"GM0363";"2006JJ00";"  110569"
"1626131";"10680";"G008691";"GM0363";"2007JJ00";"  110141"
"1626132";"10680";"G008691";"GM0363";"2008JJ00";"  110029"
"1626133";"10680";"G008691";"GM0363";"2009JJ00";"  110865"
