"PERIOD","DECL","PRCCODE","PRCCODE_LABEL","INDICATORS","Value","Flag and Footnotes"
"Jan.-Dec. 2001","Finland","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","464,980,000",""
"Jan.-Dec. 2001","Finland","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Austria","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","859,958,550",""
"Jan.-Dec. 2001","Austria","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Malta","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":",""
"Jan.-Dec. 2001","Malta","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Estonia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","100,418,000",""
"Jan.-Dec. 2001","Estonia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Latvia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","98,910,787",""
"Jan.-Dec. 2001","Latvia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Lithuania","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","217,425,000",""
"Jan.-Dec. 2001","Lithuania","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Poland","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":",""
"Jan.-Dec. 2001","Poland","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Czechia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,773,432,800",""
"Jan.-Dec. 2001","Czechia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Slovakia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","421,586,906",""
"Jan.-Dec. 2001","Slovakia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Hungary","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","698,158,000",""
"Jan.-Dec. 2001","Hungary","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Romania","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,206,746,800",""
"Jan.-Dec. 2001","Romania","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Bulgaria","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","409,702,000",""
"Jan.-Dec. 2001","Bulgaria","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Slovenia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","244,942,203",""
"Jan.-Dec. 2001","Slovenia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Croatia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","379,636,300",""
"Jan.-Dec. 2001","Croatia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","EUROPEAN UNION (28)","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":",""
"Jan.-Dec. 2001","EUROPEAN UNION (28)","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2001","Cyprus","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":",""
"Jan.-Dec. 2001","Cyprus","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","France","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,756,492,200",""
"Jan.-Dec. 2002","France","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Netherlands","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","2,476,932,000",""
"Jan.-Dec. 2002","Netherlands","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Germany","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","10,213,259,000",""
"Jan.-Dec. 2002","Germany","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Italy","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,319,773,557",""
"Jan.-Dec. 2002","Italy","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","United Kingdom","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","11,708,126,000",""
"Jan.-Dec. 2002","United Kingdom","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Ireland","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":","(1)"
"Jan.-Dec. 2002","Ireland","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Denmark","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","820,240,200",""
"Jan.-Dec. 2002","Denmark","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Greece","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","465,146,370",""
"Jan.-Dec. 2002","Greece","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Portugal","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","668,933,797",""
"Jan.-Dec. 2002","Portugal","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Spain","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","2,863,102,500",""
"Jan.-Dec. 2002","Spain","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Belgium","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,506,296,051",""
"Jan.-Dec. 2002","Belgium","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Luxemburg","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":","(1)"
"Jan.-Dec. 2002","Luxemburg","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Iceland","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":","(1)"
"Jan.-Dec. 2002","Iceland","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Norway","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","237,744,636",""
"Jan.-Dec. 2002","Norway","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Sweden","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","447,276,700",""
"Jan.-Dec. 2002","Sweden","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Finland","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","477,691,111",""
"Jan.-Dec. 2002","Finland","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Austria","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","876,680,192",""
"Jan.-Dec. 2002","Austria","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Malta","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":",""
"Jan.-Dec. 2002","Malta","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Estonia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","103,045,000",""
"Jan.-Dec. 2002","Estonia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Latvia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","119,889,804",""
"Jan.-Dec. 2002","Latvia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Lithuania","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","268,326,241",""
"Jan.-Dec. 2002","Lithuania","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Poland","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","2,671,462,100",""
"Jan.-Dec. 2002","Poland","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Czechia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,798,717,500",""
"Jan.-Dec. 2002","Czechia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Slovakia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","474,732,962",""
"Jan.-Dec. 2002","Slovakia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Hungary","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","723,708,000",""
"Jan.-Dec. 2002","Hungary","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Romania","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,151,341,300",""
"Jan.-Dec. 2002","Romania","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Bulgaria","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","388,963,000",""
"Jan.-Dec. 2002","Bulgaria","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Slovenia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":","(1)"
"Jan.-Dec. 2002","Slovenia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Croatia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","361,944,200",""
"Jan.-Dec. 2002","Croatia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","EUROPEAN UNION (28)","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":",""
"Jan.-Dec. 2002","EUROPEAN UNION (28)","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2002","Cyprus","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":",""
"Jan.-Dec. 2002","Cyprus","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","France","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,798,938,700",""
"Jan.-Dec. 2003","France","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Netherlands","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","2,569,222,000",""
"Jan.-Dec. 2003","Netherlands","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Germany","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","9,893,341,900",""
"Jan.-Dec. 2003","Germany","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Italy","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,399,440,728",""
"Jan.-Dec. 2003","Italy","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","United Kingdom","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","12,586,847,000",""
"Jan.-Dec. 2003","United Kingdom","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Ireland","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":","(1)"
"Jan.-Dec. 2003","Ireland","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Denmark","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","835,181,896",""
"Jan.-Dec. 2003","Denmark","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Greece","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","280,360,475",""
"Jan.-Dec. 2003","Greece","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Portugal","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","710,966,511",""
"Jan.-Dec. 2003","Portugal","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Spain","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","3,102,837,900",""
"Jan.-Dec. 2003","Spain","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Belgium","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,592,377,656",""
"Jan.-Dec. 2003","Belgium","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Luxemburg","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":","(1)"
"Jan.-Dec. 2003","Luxemburg","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Iceland","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":","(1)"
"Jan.-Dec. 2003","Iceland","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Norway","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":",""
"Jan.-Dec. 2003","Norway","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Sweden","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","425,505,200",""
"Jan.-Dec. 2003","Sweden","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Finland","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","460,596,790",""
"Jan.-Dec. 2003","Finland","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Austria","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","891,596,198",""
"Jan.-Dec. 2003","Austria","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Malta","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","0",""
"Jan.-Dec. 2003","Malta","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Estonia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","108,373,000",""
"Jan.-Dec. 2003","Estonia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Latvia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","136,387,172",""
"Jan.-Dec. 2003","Latvia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Lithuania","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","251,998,052",""
"Jan.-Dec. 2003","Lithuania","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Poland","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","2,841,147,200",""
"Jan.-Dec. 2003","Poland","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Czechia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,821,565,000",""
"Jan.-Dec. 2003","Czechia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Slovakia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","468,356,390",""
"Jan.-Dec. 2003","Slovakia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Hungary","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","725,494,000",""
"Jan.-Dec. 2003","Hungary","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Romania","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,308,687,500",""
"Jan.-Dec. 2003","Romania","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Bulgaria","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","435,476,000",""
"Jan.-Dec. 2003","Bulgaria","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Slovenia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":","(1)"
"Jan.-Dec. 2003","Slovenia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Croatia","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","368,322,800",""
"Jan.-Dec. 2003","Croatia","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","EUROPEAN UNION (28)","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","46,110,328,269","(3)"
"Jan.-Dec. 2003","EUROPEAN UNION (28)","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2003","Cyprus","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","0",""
"Jan.-Dec. 2003","Cyprus","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","France","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,747,662,300",""
"Jan.-Dec. 2004","France","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","Netherlands","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","2,385,832,000",""
"Jan.-Dec. 2004","Netherlands","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","Germany","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","9,774,824,000",""
"Jan.-Dec. 2004","Germany","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","Italy","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,313,711,606",""
"Jan.-Dec. 2004","Italy","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","United Kingdom","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","12,288,665,000",""
"Jan.-Dec. 2004","United Kingdom","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","Ireland","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":","(1)"
"Jan.-Dec. 2004","Ireland","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","Denmark","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","854,986,700",""
"Jan.-Dec. 2004","Denmark","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","Greece","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","386,323,736",""
"Jan.-Dec. 2004","Greece","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","Portugal","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","771,213,201",""
"Jan.-Dec. 2004","Portugal","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","Spain","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","3,146,689,500",""
"Jan.-Dec. 2004","Spain","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","Belgium","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","1,704,723,591",""
"Jan.-Dec. 2004","Belgium","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","Luxemburg","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT",":","(1)"
"Jan.-Dec. 2004","Luxemburg","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","Iceland","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","14,504,360",""
"Jan.-Dec. 2004","Iceland","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","Norway","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","235,225,780",""
"Jan.-Dec. 2004","Norway","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
"Jan.-Dec. 2004","Sweden","11051000","Beer made from malt (excluding non-alcoholic beer, beer containing <= 0,5 % by volume of alcohol, alcohol duty)","PRODQNT","387,050,300",""
"Jan.-Dec. 2004","Sweden","11051010","Non-alcoholic beer and beer containing <= 0.5% alcohol","PRODQNT",":",""
