Year,Period,%_Vol_Mean,%_GainLose_Mean
2012,Day,1.4231849664543863,-1.1969039579331568
2012,Week,2.7658029090981624,-2.5015278818034634
2012,Month,5.158882561136479,-1.0706131143285105
