pid,R-Precision,nDCG,rating,model
575046,0.018867924528301886,0.2449504428995926,pos,SVD_50
833212,0.041666666666666664,0.37404527721606584,pos,SVD_50
962253,0.10869565217391304,0.5240217855335476,pos,SVD_50
467872,0.03508771929824561,0.36242949976617256,pos,SVD_50
272762,0.21951219512195122,0.577205003778214,pos,SVD_50
288764,0.03225806451612903,0.34259869700879525,pos,SVD_50
943221,0.1625,0.6890754639353808,pos,SVD_50
875275,0.03389830508474576,0.35198484055439416,pos,SVD_50
886044,0.25,0.5952031047222787,pos,SVD_50
197453,0.038461538461538464,0.3458135482438778,pos,SVD_50
42172,0.05714285714285714,0.400785593812601,pos,SVD_50
714902,0.3023255813953488,0.7041629268928461,pos,SVD_50
480752,0.0,0.0,pos,SVD_50
243627,0.0,0.0,pos,SVD_50
657825,0.0,0.1116794813667419,pos,SVD_50
18781,0.0,0.0,pos,SVD_50
998971,0.24,0.6907734106391269,pos,SVD_50
691664,0.24,0.6004085095735261,pos,SVD_50
661435,0.0,0.31483300631616445,pos,SVD_50
375376,0.2916666666666667,0.7037855912294195,pos,SVD_50
176480,0.07142857142857142,0.5368922483706166,pos,SVD_50
953919,0.0,0.11885479230075506,pos,SVD_50
153590,0.0,0.0,pos,SVD_50
932814,0.06315789473684211,0.5420440336122037,pos,SVD_50
169989,0.09375,0.3654912148945699,pos,SVD_50
257430,0.22580645161290322,0.5360326817741724,pos,SVD_50
477798,0.07142857142857142,0.34300997710922343,pos,SVD_50
572144,0.08196721311475409,0.46976102860549274,pos,SVD_50
647248,0.23121387283236994,0.7761862550077548,pos,SVD_50
683381,0.3695652173913043,0.7323997892557067,pos,SVD_50
948051,0.0,0.2619686663229773,pos,SVD_50
844467,0.057692307692307696,0.5405925895100595,pos,SVD_50
221444,0.0,0.14608157963242446,pos,SVD_50
311991,0.30434782608695654,0.5831446379370115,pos,SVD_50
492345,0.0,0.3031910648836292,pos,SVD_50
915967,0.0,0.0,pos,SVD_50
83067,0.02631578947368421,0.30182380392766117,pos,SVD_50
897912,0.09090909090909091,0.4045612567982555,pos,SVD_50
742044,0.02702702702702703,0.34363158062089466,pos,SVD_50
1871,0.05263157894736842,0.5083361087332763,pos,SVD_50
661169,0.09195402298850575,0.6948401850260699,pos,SVD_50
446509,0.0,0.2799410947156411,pos,SVD_50
398622,0.0,0.2695189236569153,pos,SVD_50
85881,0.07142857142857142,0.4554604089282427,pos,SVD_50
153364,0.0,0.15471703345945534,pos,SVD_50
575308,0.0,0.2037950470905062,pos,SVD_50
740871,0.15384615384615385,0.575714270584836,pos,SVD_50
616624,0.0,0.11422191316026442,pos,SVD_50
385783,0.2727272727272727,0.7389954425691826,pos,SVD_50
894611,0.11627906976744186,0.6078221348369419,pos,SVD_50
725589,0.0,0.0,pos,SVD_50
910888,0.16,0.6024972543358279,pos,SVD_50
723479,0.22018348623853212,0.6807968094304446,pos,SVD_50
335856,0.0,0.0,pos,SVD_50
450666,0.125,0.4910108268395342,pos,SVD_50
303672,0.3026315789473684,0.7783320827139216,pos,SVD_50
531050,0.0,0.2865483838377235,pos,SVD_50
371309,0.047619047619047616,0.376086687255814,pos,SVD_50
828060,0.10714285714285714,0.42094647297486154,pos,SVD_50
411429,0.06557377049180328,0.4672059436040195,pos,SVD_50
789247,0.0,0.28704417318743897,pos,SVD_50
122001,0.13333333333333333,0.439807211792281,pos,SVD_50
128436,0.38095238095238093,0.762728030697189,pos,SVD_50
786946,0.1267605633802817,0.5260613425308974,pos,SVD_50
4586,0.0,0.16541070105409286,pos,SVD_50
286132,0.0,0.13624256621143366,pos,SVD_50
983734,0.03571428571428571,0.3875091907733392,pos,SVD_50
204735,0.2222222222222222,0.48860536504104657,pos,SVD_50
586381,0.25806451612903225,0.6632014617579294,pos,SVD_50
672522,0.0,0.27603000930626514,pos,SVD_50
304676,0.0273972602739726,0.35738396145304224,pos,SVD_50
264370,0.08571428571428572,0.3882004216913433,pos,SVD_50
651405,0.1956521739130435,0.6160360746250523,pos,SVD_50
805786,0.19047619047619047,0.6542790732125713,pos,SVD_50
894912,0.15384615384615385,0.4322535913417946,pos,SVD_50
726711,0.07954545454545454,0.458007416956589,pos,SVD_50
999382,0.0,0.2511861439126302,pos,SVD_50
940386,0.26785714285714285,0.7382160218359303,pos,SVD_50
476398,0.1346153846153846,0.5947866794040033,pos,SVD_50
475650,0.26666666666666666,0.6446421729888946,pos,SVD_50
865619,0.06666666666666667,0.47210157843412515,pos,SVD_50
294722,0.0,0.1905514124267734,pos,SVD_50
892706,0.0,0.21645769643407806,pos,SVD_50
901732,0.047619047619047616,0.3763473610243785,pos,SVD_50
497049,0.0,0.0,pos,SVD_50
742470,0.0,0.25126601149413624,pos,SVD_50
208228,0.391304347826087,0.7383994405749592,pos,SVD_50
230371,0.38461538461538464,0.7808573742822718,pos,SVD_50
785314,0.09016393442622951,0.6091918461817845,pos,SVD_50
5134,0.0,0.0,pos,SVD_50
564032,0.2564102564102564,0.7291249993984465,pos,SVD_50
762549,0.3170731707317073,0.7673430868036472,pos,SVD_50
927519,0.0625,0.2962525933356657,pos,SVD_50
21993,0.0625,0.5604557755005936,pos,SVD_50
138622,0.0,0.29728088717127105,pos,SVD_50
912794,0.2972972972972973,0.7330515563256792,pos,SVD_50
797056,0.2,0.5418882694730424,pos,SVD_50
795867,0.17307692307692307,0.6066400128639239,pos,SVD_50
573858,0.7533039647577092,0.9807568728212941,pos,SVD_50
315572,0.30952380952380953,0.7128655476364117,pos,SVD_50
793834,0.08571428571428572,0.6737268602217306,pos,SVD_50
635628,0.0,0.296237960471339,pos,SVD_50
402600,0.40229885057471265,0.8467466597739703,pos,SVD_50
753966,0.14912280701754385,0.6530433612652629,pos,SVD_50
879954,0.21323529411764705,0.6657100300041822,pos,SVD_50
978220,0.49019607843137253,0.8751824477640516,pos,SVD_50
857010,0.0,0.2039387259530626,pos,SVD_50
620790,0.10256410256410256,0.4472366598590819,pos,SVD_50
242459,0.0,0.13543337603853725,pos,SVD_50
405576,0.025,0.3433731707088515,pos,SVD_50
421854,0.16666666666666666,0.4081496061976312,pos,SVD_50
871008,0.35,0.7145199776352892,pos,SVD_50
503641,0.12698412698412698,0.6652118524528162,pos,SVD_50
10176,0.0,0.0,pos,SVD_50
522075,0.09523809523809523,0.4924554666135022,pos,SVD_50
380380,0.046511627906976744,0.3648381628554026,pos,SVD_50
873420,0.18181818181818182,0.5649935628460069,pos,SVD_50
421845,0.0449438202247191,0.40283732480689655,pos,SVD_50
231934,0.13636363636363635,0.4360354088603936,pos,SVD_50
63817,0.02702702702702703,0.35309407861319153,pos,SVD_50
341561,0.14285714285714285,0.3958188137461878,pos,SVD_50
421773,0.010869565217391304,0.2323296429842876,pos,SVD_50
825041,0.02127659574468085,0.2169021248241616,pos,SVD_50
434929,0.1566265060240964,0.6329550795997281,pos,SVD_50
322597,0.0,0.1847069612651017,pos,SVD_50
279846,0.025,0.37990127454650774,pos,SVD_50
30017,0.011363636363636364,0.17419843920875247,pos,SVD_50
308696,0.13333333333333333,0.6192038856183094,pos,SVD_50
298678,0.3225806451612903,0.7036394122800474,pos,SVD_50
405316,0.1111111111111111,0.4886508119878741,pos,SVD_50
822274,0.0,0.15048517660568259,pos,SVD_50
172647,0.0,0.0,pos,SVD_50
687929,0.18181818181818182,0.5095600418423321,pos,SVD_50
885402,0.0,0.21805301252215245,pos,SVD_50
785204,0.0,0.305223907605252,pos,SVD_50
108971,0.12162162162162163,0.7245545362551326,pos,SVD_50
613578,0.05555555555555555,0.3995515734149644,pos,SVD_50
266304,0.18181818181818182,0.679709351543859,pos,SVD_50
288217,0.027522935779816515,0.31630360327692575,pos,SVD_50
143878,0.029850746268656716,0.38036256510111316,pos,SVD_50
195178,0.07692307692307693,0.3686497398986183,pos,SVD_50
205609,0.26,0.7565522595947402,pos,SVD_50
341390,0.0,0.18869033282052772,pos,SVD_50
261565,0.0,0.24154569551830615,pos,SVD_50
28605,0.18248175182481752,0.6693227408049494,pos,SVD_50
342399,0.1111111111111111,0.40819336423877145,pos,SVD_50
318005,0.3047619047619048,0.8427639979146325,pos,SVD_50
421507,0.10135135135135136,0.546574831026337,pos,SVD_50
461022,0.0625,0.3603631111707718,pos,SVD_50
691648,0.0,0.15019048322368797,pos,SVD_50
451295,0.0,0.0,pos,SVD_50
953412,0.06422018348623854,0.6078642862603068,pos,SVD_50
36674,0.2158273381294964,0.7737485857985182,pos,SVD_50
268152,0.0,0.0,pos,SVD_50
714054,0.17857142857142858,0.6523425132469887,pos,SVD_50
804323,0.09523809523809523,0.37497036809286893,pos,SVD_50
766211,0.09090909090909091,0.45161244630227165,pos,SVD_50
29677,0.09375,0.4298648863741389,pos,SVD_50
593919,0.08333333333333333,0.2909658336735573,pos,SVD_50
716413,0.15,0.6731804398869548,pos,SVD_50
942643,0.0967741935483871,0.38179621434982225,pos,SVD_50
463898,0.0,0.0,pos,SVD_50
828209,0.0,0.11684398716805736,pos,SVD_50
836243,0.056338028169014086,0.4630737340011561,pos,SVD_50
699499,0.13636363636363635,0.48025780518265976,pos,SVD_50
929508,0.2289156626506024,0.7127053840243587,pos,SVD_50
303919,0.0,0.20119377659294096,pos,SVD_50
846792,0.24444444444444444,0.711314675832196,pos,SVD_50
759612,0.034482758620689655,0.431421145130213,pos,SVD_50
563309,0.234375,0.6537407857736821,pos,SVD_50
340440,0.08333333333333333,0.4409165213363138,pos,SVD_50
331469,0.0392156862745098,0.4296606443062577,pos,SVD_50
987216,0.25806451612903225,0.667162777083512,pos,SVD_50
351059,0.1744186046511628,0.597539537207485,pos,SVD_50
276114,0.0,0.2938258300739417,pos,SVD_50
612571,0.3142857142857143,0.6619258453060404,pos,SVD_50
